Year,Ta_C,RH_perc,U_ms,SWin_Wm2,LWin_Wm2,P_mm
2015,6.660684736069,65.0546062327511,5.27177783349486,201.578266328351,301.074238480622,141.4081047
2016,5.85518821917807,72.3766136986302,4.62752410958904,192.108493979958,305.004569863014,143.6059717
2017,7.74256933661813,60.7898780021461,5.57408818254171,206.621283364545,296.832173539032,90.953122
2018,6.51741528767126,66.3574276712329,5.31397701369863,208.408108323664,300.312710684931,131.9611764
2019,6.6259804109589,70.2217119875502,5.3729697260274,205.921511211164,304.255354794521,124.7794558
2020,6.94416650684932,64.5264461835612,6.43168260273973,221.382421771904,301.8749,116.023168
