time	Qdflat(1)	tau(1)	hru_ea(1)	hru_rh(1)	hru_t(1)
units	(W/m^2)	()	(kPa)	(%)	(°C)
43176.41667	403.626	0.507267	0.408861	100	-4.78675
43176.45833	538.482	0.507267	0.403374	100	-4.94475
43176.5	630.552	0.507267	0.39582	100	-5.1655
43176.54167	671.984	0.507267	0.386888	100	-5.4315
43176.58333	659.638	0.507267	0.378075	100	-5.6995
43176.625	594.444	0.507267	0.368658	100	-5.99225
43176.66667	481.415	0.507267	0.358578	100	-6.31325
43176.70833	331.712	0.507267	0.351983	100	-6.52775
43176.75	160.395	0.507267	0.348107	100	-6.6555
43176.79167	20.9503	0.507267	0.351716	100	-6.5365
43176.83333	0	0.507267	0.364702	100	-6.11725
43176.875	0	0.507267	0.374374	100	-5.81375
43176.91667	0	0.507267	0.388495	100	-5.38325
43176.95833	0	0.507267	0.422257	99.45	-4.34425
43177	0	0.507267	0.426738	98.3	-4.0835
43177.04167	0	0.514587	0.420356	98.525	-4.2875
43177.08333	0	0.514587	0.410119	98.75	-4.6035
43177.125	0	0.514587	0.405967	99.775	-4.8435
43177.16667	0	0.514587	0.406569	100	-4.8525
43177.20833	0	0.514587	0.372107	100	-5.88425
43177.25	0	0.514587	0.349082	100	-6.62325
43177.29167	0.405861	0.514587	0.337967	100	-6.996
43177.33333	77.8285	0.514587	0.321327	100	-7.5755
43177.375	246.364	0.514587	0.245526	99.975	-10.6175
43177.41667	410.556	0.514587	0.228438	99.825	-11.405
43177.45833	545.468	0.514587	0.207845	100	-12.47
43177.5	637.544	0.514587	0.205915	99.975	-12.57
43177.54167	678.976	0.514587	0.206633	98.9	-12.4125
43177.58333	666.631	0.514587	0.199427	97.975	-12.7
43177.625	601.435	0.514587	0.196361	96.425	-12.695
43177.66667	488.388	0.514587	0.184012	93.35	-13.0525
43177.70833	338.39	0.514587	0.180752	90.575	-12.9175
43177.75	166.683	0.514587	0.175668	88.55	-12.9825
43177.79167	23.6441	0.514587	0.173653	83.625	-12.48
43177.83333	0	0.514587	0.184586	83.0775	-11.7325
43177.875	0	0.514587	0.196309	79.56	-10.565
43177.91667	0	0.514587	0.233652	65.845	-6.434
43177.95833	0	0.514587	0.264891	61.07	-4.0935
43178	0	0.514587	0.288662	67.0375	-4.17925
43178.04167	0	0.511224	0.293481	72.2325	-4.86025
43178.08333	0	0.511224	0.299447	71.45	-4.497
43178.125	0	0.511224	0.295563	70.4225	-4.48025
43178.16667	0	0.511224	0.28952	72.6275	-5.08275
43178.20833	0	0.511224	0.283406	73.08	-5.404
43178.25	0	0.511224	0.273095	69.945	-5.325
43178.29167	0.702451	0.511224	0.268801	67.0875	-5.02325
43178.33333	83.1456	0.511224	0.293196	74.5925	-5.247
43178.375	253.026	0.511224	0.307357	79.0725	-5.377
43178.41667	417.3	0.511224	0.313073	82.05	-5.59275
43178.45833	552.426	0.511224	0.314244	84.725	-5.922
43178.5	644.503	0.511224	0.302544	83.125	-6.14075
43178.54167	685.93	0.511224	0.295358	83.55	-6.47775
43178.58333	673.587	0.511224	0.285352	81.7525	-6.6245
43178.625	608.395	0.511224	0.282107	80.8	-6.62125
43178.66667	495.337	0.511224	0.274682	78.4725	-6.59175
43178.70833	345.23	0.511224	0.262146	72.055	-6.1455
43178.75	173.006	0.511224	0.262837	72.3775	-6.16675
43178.79167	26.6505	0.511224	0.269679	73.3125	-6.01775
43178.83333	0	0.511224	0.286161	77.41	-5.9605
43178.875	0	0.511224	0.298559	80.1275	-5.86875
43178.91667	0	0.511224	0.303371	78.92	-5.5065
43178.95833	0	0.511224	0.314314	80.4175	-5.31275
43179	0	0.511224	0.331599	81.2575	-4.809
43179.04167	0	0.457986	0.32887	80.915	-4.85625
43179.08333	0	0.457986	0.3276	79.6575	-4.71825
43179.125	0	0.457986	0.318916	77.1875	-4.664
43179.16667	0	0.457986	0.319917	76.8175	-4.571
43179.20833	0	0.457986	0.325877	79.0475	-4.69
43179.25	0	0.457986	0.330911	83.7	-5.17925
43179.29167	1.29035	0.457986	0.322765	83.6	-5.45575
43179.33333	88.5622	0.457986	0.317049	84.675	-5.812
43179.375	259.69	0.457986	0.306379	84.075	-6.1265
43179.41667	424.194	0.457986	0.299033	84.575	-6.47575
43179.45833	559.353	0.457986	0.287441	81.97	-6.571
43179.5	651.424	0.457986	0.278591	79.985	-6.649
43179.54167	692.846	0.457986	0.270686	79.315	-6.88375
43179.58333	680.504	0.457986	0.271098	80.3625	-7.01725
43179.625	615.32	0.457986	0.257766	73.785	-6.6145
43179.66667	502.259	0.457986	0.263832	77.1675	-6.863
43179.70833	351.889	0.457986	0.25168	81.37	-8.0115
43179.75	179.358	0.457986	0.260544	84.175	-8.00325
43179.79167	29.7138	0.457986	0.268933	80.71	-7.159
43179.83333	0	0.457986	0.278601	80.2275	-6.6835
43179.875	0	0.457986	0.290085	80.355	-6.23525
43179.91667	0	0.457986	0.30397	79.8925	-5.626
43179.95833	0	0.457986	0.301751	69.86	-4.14275
43180	0	0.457986	0.320534	65.76	-2.71375
43180.04167	0	0.503586	0.332629	71.4875	-3.265
43180.08333	0	0.503586	0.328425	72.485	-3.57925
43180.125	0	0.503586	0.314808	68.295	-3.376
43180.16667	0	0.503586	0.302837	63.875	-3.04275
43180.20833	0	0.503586	0.314893	72.08	-4.00925
43180.25	0	0.503586	0.302666	71.6125	-4.39825
43180.29167	1.89865	0.503586	0.29395	67.2675	-4.006
43180.33333	94.0498	0.503586	0.284044	70.5875	-4.973
43180.375	266.354	0.503586	0.283457	74.5025	-5.62625
43180.41667	430.898	0.503586	0.295954	74.8725	-5.1815
43180.45833	566.246	0.503586	0.307364	79.3975	-5.4245
43180.5	658.307	0.503586	0.315768	83.9	-5.75225
43180.54167	699.72	0.503586	0.318729	86.675	-6.0215
43180.58333	687.381	0.503586	0.320932	85.25	-5.74925
43180.625	622.209	0.503586	0.310637	85.225	-6.124
43180.66667	509.152	0.503586	0.317143	82.4	-5.492
43180.70833	358.704	0.503586	0.321235	83.1	-5.44125
43180.75	185.734	0.503586	0.324337	86.825	-5.83925
43180.79167	33.1062	0.503586	0.361235	93.975	-5.50675
43180.83333	0	0.503586	0.377376	94.75	-5.093
43180.875	0	0.503586	0.390225	82.3125	-3.0435
43180.91667	0	0.503586	0.383856	82.375	-3.2475
43180.95833	0	0.503586	0.404504	81.4325	-2.48875
43181	0	0.503586	0.427485	69.8275	0.027
43181.04167	0	0.429524	0.428295	66.4225	0.74225
43181.08333	0	0.429524	0.422034	66.275	0.5695
43181.125	0	0.429524	0.464251	83.7525	-1.17625
43181.16667	0	0.429524	0.49384	92.225	-1.5915
43181.20833	0	0.429524	0.491677	97.725	-2.3365
43181.25	0	0.429524	0.490173	99.75	-2.61725
43181.29167	2.68797	0.429524	0.480562	96.675	-2.48025
43181.33333	99.6241	0.429524	0.478492	84.43	-0.9095
43181.375	273.014	0.429524	0.476553	76.645	0.24025
43181.41667	437.746	0.429524	0.471516	78.8475	-0.2605
43181.45833	573.104	0.429524	0.457203	92.9	-2.59925
43181.5	665.147	0.429524	0.407208	87.525	-3.26625
43181.54167	706.549	0.429524	0.398976	89.525	-3.7745
43181.58333	694.214	0.429524	0.36681	87.65	-4.514
43181.625	629.057	0.429524	0.33162	92.075	-6.26225
43181.66667	516.013	0.429524	0.266255	88.95	-8.385
43181.70833	365.333	0.429524	0.249545	87.95	-8.9925
43181.75	192.129	0.429524	0.247878	89.75	-9.2975
43181.79167	36.6214	0.429524	0.230314	83.335	-9.29
43181.83333	0	0.429524	0.210805	77.4675	-9.465
43181.875	0	0.429524	0.218108	80.3825	-9.4975
43181.91667	0	0.429524	0.227506	79.9	-8.9525
43181.95833	0	0.429524	0.237321	81.1	-8.6425
43182	0	0.429524	0.239681	78.955	-8.225
43182.04167	0	0.526766	0.227221	70.61	-7.55875
43182.08333	0	0.526766	0.234379	73.0175	-7.5875
43182.125	0	0.526766	0.242916	77.31	-7.83175
43182.16667	0	0.526766	0.25665	84.675	-8.2425
43182.20833	0	0.526766	0.258609	86.7	-8.425
43182.25	0	0.526766	0.261035	87.725	-8.4525
43182.29167	3.63466	0.526766	0.269466	90.3	-8.42
43182.33333	105.263	0.526766	0.257333	86.5	-8.455
43182.375	279.666	0.526766	0.26428	92.325	-8.8925
43182.41667	444.398	0.526766	0.264357	91.925	-8.84
43182.45833	579.923	0.526766	0.254936	91.25	-9.1675
43182.5	671.943	0.526766	0.24934	89.425	-9.19
43182.54167	713.331	0.526766	0.229792	83.275	-9.3075
43182.58333	701	0.526766	0.224204	83.125	-9.565
43182.625	635.864	0.526766	0.210628	78.7875	-9.665
43182.66667	522.839	0.526766	0.199951	77.5875	-10.0775
43182.70833	372.111	0.526766	0.191194	79.4175	-10.84
43182.75	198.539	0.526766	0.186344	76.0125	-10.6375
43182.79167	40.3368	0.526766	0.167779	68.7925	-10.695
43182.83333	0	0.526766	0.169181	74.13	-11.435
43182.875	0	0.526766	0.163993	65.6225	-10.4225
43182.91667	0	0.526766	0.160387	49.505	-7.48125
43182.95833	0	0.526766	0.167245	39.605	-4.40825
43183	0	0.526766	0.1714	39.4975	-4.088
43183.04167	0	0.581743	0.173838	51.9975	-7.12075
43183.08333	0	0.581743	0.168107	54.3275	-8.00675
43183.125	0	0.581743	0.145205	52.285	-9.235
43183.16667	0	0.581743	0.123883	51.045	-10.75
43183.20833	0	0.581743	0.151712	63.6275	-10.9475
43183.25	0	0.581743	0.145709	57.775	-10.32
43183.29167	4.64466	0.581743	0.141355	59.2175	-10.935
43183.33333	110.965	0.581743	0.15841	66.975	-11.0375
43183.375	286.308	0.581743	0.179325	73.0025	-10.615
43183.41667	451.189	0.581743	0.180207	70.035	-10.095
43183.45833	586.701	0.581743	0.175332	66.0375	-9.7425
43183.5	678.693	0.581743	0.170981	68.19	-10.385
43183.54167	720.065	0.581743	0.186197	73.435	-10.26
43183.58333	707.739	0.581743	0.213687	82.825	-10.065
43183.625	642.626	0.581743	0.207689	78.9225	-9.8425
43183.66667	529.628	0.581743	0.211762	83.1275	-10.2075
43183.70833	378.697	0.581743	0.215599	84.8225	-10.2325
43183.75	204.96	0.581743	0.20652	77.94	-9.765
43183.79167	44.3009	0.581743	0.213155	81.415	-9.9
43183.83333	0	0.581743	0.213923	79.825	-9.6375
43183.875	0	0.581743	0.218997	82.1	-9.69
43183.91667	0	0.581743	0.226249	84.2	-9.6075
43183.95833	0	0.581743	0.238028	86.95	-9.3975
43184	0	0.581743	0.257757	91.975	-9.1325
43184.04167	0	0.511632	0.258362	89.15	-8.7525
43184.08333	0	0.511632	0.241514	83.3	-8.7475
43184.125	0	0.511632	0.234863	87.775	-9.655
43184.16667	0	0.511632	0.233896	88.625	-9.81
43184.20833	0	0.511632	0.22668	86.6	-9.9025
43184.25	0	0.511632	0.22588	85.95	-9.8575
43184.29167	5.93746	0.511632	0.233038	88.575	-9.845
43184.33333	116.73	0.511632	0.222096	84.3225	-9.8325
43184.375	292.769	0.511632	0.222105	85.325	-9.965
43184.41667	457.946	0.511632	0.219645	83.875	-9.8975
43184.45833	593.436	0.511632	0.223733	85.55	-9.9125
43184.5	685.393	0.511632	0.228195	88.35	-10.0525
43184.54167	726.747	0.511632	0.228523	88.3	-10.03
43184.58333	714.426	0.511632	0.229949	88.95	-10.0425
43184.625	649.341	0.511632	0.228222	87.675	-9.965
43184.66667	536.378	0.511632	0.216773	80.5125	-9.585
43184.70833	385.427	0.511632	0.206609	74.99	-9.325
43184.75	211.386	0.511632	0.213474	78.5875	-9.485
43184.79167	48.3485	0.511632	0.210585	74.5475	-9.0425
43184.83333	0	0.511632	0.219137	76.47	-8.88
43184.875	0	0.511632	0.230309	80.015	-8.83
43184.91667	0	0.511632	0.237071	80.34	-8.5475
43184.95833	0	0.511632	0.247739	81.6525	-8.231
43185	0	0.511632	0.259677	81.125	-7.6195
43185.04167	0	0.472532	0.270699	81.8025	-7.23825
43185.08333	0	0.472532	0.283594	84.875	-7.12725
43185.125	0	0.472532	0.288373	84	-6.81575
43185.16667	0	0.472532	0.291449	84.6	-6.7755
43185.20833	0	0.472532	0.293353	85.125	-6.77175
43185.25	0	0.472532	0.302348	88.45	-6.86525
43185.29167	7.27142	0.472532	0.308976	90.35	-6.86025
43185.33333	122.525	0.472532	0.311547	90.65	-6.803
43185.375	299.382	0.472532	0.318069	92.025	-6.73775
43185.41667	464.667	0.472532	0.311327	82.975	-5.788
43185.45833	600.125	0.472532	0.312792	84	-5.876
43185.5	692.042	0.472532	0.310495	82.35	-5.73125
43185.54167	733.375	0.472532	0.316218	84.575	-5.82875
43185.58333	721.06	0.472532	0.320905	83.4975	-5.50875
43185.625	656.007	0.472532	0.318888	77.5275	-4.7165
43185.66667	543.085	0.472532	0.316091	74.63	-4.37325
43185.70833	391.96	0.472532	0.325282	84.76	-5.52575
43185.75	217.814	0.472532	0.323114	80.4825	-5
43185.79167	52.768	0.472532	0.324384	80.7625	-4.99475
43185.83333	0	0.472532	0.321435	76.9125	-4.53
43185.875	0	0.472532	0.331978	78.2825	-4.3585
43185.91667	0	0.472532	0.355424	83.035	-4.24925
43185.95833	0	0.472532	0.359654	81.1875	-3.84525
43186	0	0.472532	0.363059	81.675	-3.80475
43186.04167	0	0.637596	0.363411	80.0675	-3.55875
43186.08333	0	0.637596	0.365067	82.825	-3.9045
43186.125	0	0.637596	0.34385	80.3825	-4.25675
43186.16667	0	0.637596	0.338088	81.3975	-4.60225
43186.20833	0	0.637596	0.327031	81.535	-5.011
43186.25	0	0.637596	0.313787	78.85	-5.10275
43186.29167	8.87109	0.637596	0.330731	85.63	-5.45125
43186.33333	128.373	0.637596	0.308813	81.9125	-5.7325
43186.375	305.808	0.637596	0.295864	78.39	-5.7195
43186.41667	471.349	0.637596	0.297435	80.1775	-5.91975
43186.45833	606.766	0.637596	0.280701	77.5125	-6.199
43186.5	698.637	0.637596	0.288568	81.2875	-6.42925
43186.54167	739.947	0.637596	0.283951	80.7575	-6.54
43186.58333	727.64	0.637596	0.284294	82.55	-6.77925
43186.625	662.621	0.637596	0.278166	81.675	-6.9075
43186.66667	549.749	0.637596	0.274149	82	-7.1205
43186.70833	398.63	0.637596	0.274587	83.625	-7.3275
43186.75	224.239	0.637596	0.262682	82.775	-7.71825
43186.79167	57.2536	0.637596	0.255664	83.225	-8.0895
43186.83333	0	0.637596	0.244422	79.32	-8.05425
43186.875	0	0.637596	0.239213	76.25	-7.8495
43186.91667	0	0.637596	0.23605	75.125	-7.83175
43186.95833	0	0.637596	0.235336	73.4325	-7.60575
43187	0	0.637596	0.235803	74.2175	-7.70475
43187.04167	0	0.595452	0.234947	74.9575	-7.85975
43187.08333	0	0.595452	0.232641	75.2525	-8.01725
43187.125	0	0.595452	0.223679	70.925	-7.7895
43187.16667	0	0.595452	0.220336	70.15	-7.836
43187.20833	0	0.595452	0.218675	71.4375	-8.13
43187.25	0	0.595452	0.209738	68.32	-8.097
43187.29167	10.5728	0.595452	0.204452	66.4275	-8.06775
43187.33333	134.262	0.595452	0.219461	73.6725	-8.44
43187.375	312.38	0.595452	0.216966	74.455	-8.69
43187.41667	477.99	0.595452	0.199816	68.615	-8.6975
43187.45833	613.357	0.595452	0.198231	68.5975	-8.785
43187.5	705.177	0.595452	0.195	67.7775	-8.835
43187.54167	746.461	0.595452	0.19999	70.2675	-8.9575
43187.58333	734.161	0.595452	0.205036	73.8775	-9.2425
43187.625	669.182	0.595452	0.204701	74.495	-9.355
43187.66667	556.365	0.595452	0.201056	74.46	-9.5525
43187.70833	405.099	0.595452	0.178524	64.8825	-9.34
43187.75	230.659	0.595452	0.178258	65.0875	-9.3925
43187.79167	62.0022	0.595452	0.186557	67.5025	-9.29
43187.83333	0	0.595452	0.180849	63.1925	-8.895
43187.875	0	0.595452	0.20278	68.2075	-8.4625
43187.91667	0	0.595452	0.219802	69.4025	-7.74125
43187.95833	0	0.595452	0.233362	70.5425	-7.242
43188	0	0.595452	0.231552	66.95	-6.73025
43188.04167	0	0.483899	0.231313	66.0725	-6.59
43188.08333	0	0.483899	0.252646	73.295	-6.769
43188.125	0	0.483899	0.266459	78.51	-6.9475
43188.16667	0	0.483899	0.26723	78.72	-6.945
43188.20833	0	0.483899	0.274846	78.5975	-6.60325
43188.25	0	0.483899	0.277567	76.48	-6.17375
43188.29167	12.4197	0.483899	0.282165	76.39	-5.96975
43188.33333	140.186	0.483899	0.300737	82.5	-6.12275
43188.375	318.76	0.483899	0.305415	80.255	-5.6235
43188.41667	484.588	0.483899	0.308685	78.2425	-5.20375
43188.45833	619.895	0.483899	0.313185	77.12	-4.866
43188.5	711.659	0.483899	0.323865	79.68	-4.85575
43188.54167	752.915	0.483899	0.318407	76.2075	-4.533
43188.58333	740.624	0.483899	0.317578	76.29	-4.57625
43188.625	675.687	0.483899	0.338155	85.525	-5.17825
43188.66667	562.933	0.483899	0.331601	83.6	-5.141
43188.70833	411.7	0.483899	0.331922	83.4	-5.10175
43188.75	237.068	0.483899	0.271868	95.425	-8.946
43188.79167	66.9425	0.483899	0.23562	100	-11.08
43188.83333	0	0.483899	0.224569	99.85	-11.5975
43188.875	0	0.483899	0.234142	99.15	-11.055
43188.91667	0	0.483899	0.236007	97.9	-10.825
43188.95833	0	0.483899	0.213136	99.3	-12.115
43189	0	0.483899	0.223101	98.175	-11.4825
43189.04167	0	0.632685	0.216074	98.175	-11.8375
43189.08333	0	0.632685	0.190011	98.325	-13.27
43189.125	0	0.632685	0.170069	99.525	-14.61
43189.16667	0	0.632685	0.160307	99.975	-15.2975
43189.20833	0	0.632685	0.152316	100	-15.85
43189.25	0	0.632685	0.140149	100	-16.74
43189.29167	14.5	0.632685	0.132393	100	-17.345
43189.33333	146.139	0.632685	0.115234	99.925	-18.8
43189.375	325.279	0.632685	0.0961432	99.75	-20.665
43189.41667	491.14	0.632685	0.0900785	99.575	-21.3175
43189.45833	626.379	0.632685	0.0862064	99.525	-21.7625
43189.5	718.081	0.632685	0.0792676	99.45	-22.61
43189.54167	759.306	0.632685	0.077379	99.65	-22.875
43189.58333	747.024	0.632685	0.0753541	99.125	-23.09
43189.625	682.134	0.632685	0.0736063	99.325	-23.3475
43189.66667	569.45	0.632685	0.074375	99.275	-23.2375
43189.70833	418.094	0.632685	0.0747079	99.35	-23.2
43189.75	243.464	0.632685	0.0757858	99.275	-23.0475
43189.79167	71.9449	0.632685	0.0823907	99.7	-22.2425
43189.83333	0.060239	0.632685	0.0936355	99.775	-20.94
43189.875	0	0.632685	0.119455	99.925	-18.4225
43189.91667	0	0.632685	0.131411	99.375	-17.3575
43189.95833	0	0.632685	0.18006	98.075	-13.83
43190	0	0.632685	0.185428	88.65	-12.4
43190.04167	0	0.57914	0.181884	79.16	-11.36
43190.08333	0	0.57914	0.206231	77.16	-9.6675
43190.125	0	0.57914	0.178967	73.61	-10.73
43190.16667	0	0.57914	0.146199	75.965	-13.315
43190.20833	0	0.57914	0.124898	75.1275	-14.9075
43190.25	0	0.57914	0.118425	75.2925	-15.505
43190.29167	16.6265	0.57914	0.118156	76.5675	-15.71
43190.33333	152.114	0.57914	0.113572	74.1475	-15.79
43190.375	331.6	0.57914	0.10943	74.525	-16.2425
43190.41667	497.644	0.57914	0.111617	73.3825	-15.865
43190.45833	632.806	0.57914	0.114373	73.3275	-15.595
43190.5	724.441	0.57914	0.118141	70.605	-14.8375
43190.54167	765.634	0.57914	0.115321	69.85	-14.9825
43190.58333	753.362	0.57914	0.144247	68.355	-12.3025
43190.625	688.521	0.57914	0.174026	75.74	-11.36
43190.66667	575.914	0.57914	0.18142	77.4125	-11.14
43190.70833	424.615	0.57914	0.164581	78.115	-12.32
43190.75	249.843	0.57914	0.169269	86.875	-13.18
43190.79167	77.0362	0.57914	0.161868	90.4	-14.1025
43190.83333	0.349333	0.57914	0.158802	83.8825	-13.495
43190.875	0	0.57914	0.17952	75.29	-10.9475
43190.91667	0	0.57914	0.20146	61.785	-7.40775
43190.95833	0	0.57914	0.212623	73.7225	-8.80725
43191	0	0.57914	0.233634	75.645	-8.028
43191.04167	0	0.663075	0.237837	73.7575	-7.53525
43191.08333	0	0.663075	0.23336	77.035	-8.249
43191.125	0	0.663075	0.230707	81.4725	-9.015
43191.16667	0	0.663075	0.210215	83.725	-10.37
43191.20833	0	0.663075	0.203703	88.1	-11.29
43191.25	0	0.663075	0.17962	83.95	-12.15
43191.29167	19.0861	0.663075	0.162818	81.3475	-12.885
43191.33333	158.105	0.663075	0.147307	76.14	-13.2575
43191.375	338.055	0.663075	0.14708	82.9	-14.2025
43191.41667	504.098	0.663075	0.146346	83.575	-14.345
43191.45833	639.175	0.663075	0.130463	80.425	-15.1725
43191.5	730.737	0.663075	0.129245	85.15	-15.8875
43191.54167	771.895	0.663075	0.117628	86.575	-17.07
43191.58333	759.634	0.663075	0.11249	83.675	-17.1825
43191.625	694.847	0.663075	0.103574	84.225	-18.125
43191.66667	582.322	0.663075	0.0989925	84.3	-18.61
43191.70833	430.925	0.663075	0.0990472	82.05	-18.32
43191.75	256.201	0.663075	0.0971747	82.7125	-18.605
43191.79167	82.181	0.663075	0.0973553	78.3275	-18.0125
43191.83333	0.640466	0.663075	0.0966485	70.7	-17.005
43191.875	0	0.663075	0.103741	63.465	-15.09
43191.91667	0	0.663075	0.116775	54.16	-12.065
43191.95833	0	0.663075	0.121235	52.0225	-11.2025
43192	0	0.663075	0.118447	39.07	-8.24
43192.04167	0	0.70487	0.118873	30.7525	-5.44175
43192.08333	0	0.70487	0.127057	48.605	-9.9175
43192.125	0	0.70487	0.134631	55.71	-10.7975
43192.16667	0	0.70487	0.127846	61.58	-12.4825
43192.20833	0	0.70487	0.131791	68.9025	-13.3825
43192.25	0	0.70487	0.137017	70.21	-13.1625
43192.29167	21.6023	0.70487	0.146717	69.3525	-12.275
43192.33333	164.106	0.70487	0.158045	70.24	-11.5925
43192.375	344.306	0.70487	0.162202	72.0225	-11.5825
43192.41667	510.5	0.70487	0.163254	72.7675	-11.625
43192.45833	645.483	0.70487	0.171492	76.0275	-11.565
43192.5	736.968	0.70487	0.163859	71.7175	-11.4225
43192.54167	778.089	0.70487	0.168133	76.86	-11.905
43192.58333	765.839	0.70487	0.177159	82.95	-12.17
43192.625	701.109	0.70487	0.169014	77.28	-11.9075
43192.66667	588.673	0.70487	0.170413	77.9375	-11.91
43192.70833	437.357	0.70487	0.176034	80.2175	-11.87
43192.75	262.536	0.70487	0.171032	76.08	-11.6025
43192.79167	87.4059	0.70487	0.163034	70.4	-11.2725
43192.83333	1.16055	0.70487	0.158404	67.425	-11.1125
43192.875	0	0.70487	0.169898	71.945	-11.055
43192.91667	0	0.70487	0.175729	68.31	-10.0975
43192.95833	0	0.70487	0.183086	64.57	-9
43193	0	0.70487	0.17899	59.43	-8.315
43193.04167	0	0.70993	0.179084	60.7025	-8.55
43193.08333	0	0.70993	0.185635	63.7875	-8.705
43193.125	0	0.70993	0.196656	68.8525	-8.9175
43193.16667	0	0.70993	0.187074	65.44	-8.9075
43193.20833	0	0.70993	0.188457	68.22	-9.295
43193.25	0	0.70993	0.18391	68.7475	-9.6575
43193.29167	24.3292	0.70993	0.181679	68.565	-9.765
43193.33333	170.113	0.70993	0.186521	76.085	-10.6375
43193.375	350.688	0.70993	0.190291	83.775	-11.4875
43193.41667	516.848	0.70993	0.183086	82.775	-11.7825
43193.45833	651.728	0.70993	0.186285	73.8475	-10.3175
43193.5	743.131	0.70993	0.191212	74.345	-10.1
43193.54167	784.214	0.70993	0.196352	76.3775	-10.105
43193.58333	771.975	0.70993	0.20932	77.2975	-9.52
43193.625	707.305	0.70993	0.202442	71.3175	-8.9875
43193.66667	594.965	0.70993	0.196993	68.7125	-8.875
43193.70833	443.573	0.70993	0.22044	81.7475	-9.5675
43193.75	268.844	0.70993	0.217243	79.4275	-9.4075
43193.79167	92.6815	0.70993	0.209864	74.72	-9.1075
43193.83333	1.75285	0.70993	0.210004	73.3475	-8.89
43193.875	0	0.70993	0.210746	69.335	-8.2105
43193.91667	0	0.70993	0.214515	67.4125	-7.687
43193.95833	0	0.70993	0.210693	64.19	-7.33175
43194	0	0.70993	0.205334	61.7425	-7.18125
43194.04167	0	0.651439	0.211888	63.5775	-7.15675
43194.08333	0	0.651439	0.231826	71.9075	-7.5375
43194.125	0	0.651439	0.241265	76.2525	-7.75225
43194.16667	0	0.651439	0.237157	76.1375	-7.93125
43194.20833	0	0.651439	0.226132	74.9675	-8.2975
43194.25	0	0.651439	0.248563	96.3	-10.06
43194.29167	27.2421	0.651439	0.23153	100	-11.275
43194.33333	176.12	0.651439	0.215417	100	-12.075
43194.375	357.027	0.651439	0.187926	99.95	-13.57
43194.41667	523.139	0.651439	0.155311	99.875	-15.6275
43194.45833	657.91	0.651439	0.139437	99.375	-16.7275
43194.5	749.226	0.651439	0.13945	99.875	-16.78
43194.54167	790.267	0.651439	0.132768	99.6	-17.2725
43194.58333	778.041	0.651439	0.129231	99.425	-17.54
43194.625	713.435	0.651439	0.122273	99.525	-18.135
43194.66667	601.197	0.651439	0.119979	99.65	-18.3475
43194.70833	449.908	0.651439	0.109426	99.275	-19.2725
43194.75	275.121	0.651439	0.120542	99.975	-18.3325
43194.79167	98.0139	0.651439	0.121203	99.975	-18.275
43194.83333	2.45527	0.651439	0.148146	100	-16.1475
43194.875	0	0.651439	0.177215	100	-14.215
43194.91667	0	0.651439	0.226023	99.775	-11.5175
43194.95833	0	0.651439	0.270952	95.875	-9.0375
43195	0	0.651439	0.257627	81.77	-7.80075
43195.04167	0	0.490552	0.218221	66.675	-7.36475
43195.08333	0	0.490552	0.196011	63.7073	-8.07175
43195.125	0	0.490552	0.188661	65.25	-8.77875
43195.16667	0	0.490552	0.177186	70.965	-10.4325
43195.20833	0	0.490552	0.177808	76.23	-11.1925
43195.25	0	0.490552	0.174288	79.225	-11.8425
43195.29167	30.2425	0.490552	0.167398	81.7	-12.6275
43195.33333	182.122	0.490552	0.162837	84.475	-13.2975
43195.375	363.155	0.490552	0.162107	82.2	-13.0475
43195.41667	529.372	0.490552	0.170984	89.25	-13.365
43195.45833	664.025	0.490552	0.172425	95	-13.955
43195.5	755.249	0.490552	0.178058	98.6	-14.01
43195.54167	796.247	0.490552	0.180202	99.925	-14.025
43195.58333	784.034	0.490552	0.178811	100	-14.1175
43195.625	719.495	0.490552	0.178975	100	-14.1075
43195.66667	607.365	0.490552	0.177664	100	-14.1875
43195.70833	456.189	0.490552	0.178166	99.8	-14.135
43195.75	281.366	0.490552	0.179207	97.075	-13.77
43195.79167	103.399	0.490552	0.188416	92.65	-12.71
43195.83333	3.35677	0.490552	0.20202	87.825	-11.3475
43195.875	0	0.490552	0.221003	84.45	-9.905
43195.91667	0	0.490552	0.237649	78.8375	-8.305
43195.95833	0	0.490552	0.267968	65.6325	-4.80325
43196	0	0.490552	0.285833	58.7075	-2.72725
43196.04167	0	0.644649	0.317181	57.605	-1.25675
43196.08333	0	0.644649	0.330126	58.135	-0.8855
43196.125	0	0.644649	0.318631	69.325	-3.41025
43196.16667	0	0.644649	0.33452	79.6775	-4.47625
43196.20833	0	0.644649	0.319394	86.225	-5.937
43196.25	0	0.644649	0.302802	89.825	-7.0255
43196.29167	33.5562	0.644649	0.322377	93.6	-6.77825
43196.33333	188.115	0.644649	0.3251	94.325	-6.77025
43196.375	369.405	0.644649	0.316968	96.825	-7.36225
43196.41667	535.545	0.644649	0.317519	98.2	-7.504
43196.45833	670.073	0.644649	0.308622	99.25	-7.95075
43196.5	761.201	0.644649	0.322515	99.35	-7.4585
43196.54167	802.154	0.644649	0.330343	94.975	-6.665
43196.58333	789.954	0.644649	0.313437	97.3	-7.54675
43196.625	725.485	0.644649	0.326164	94.275	-6.7265
43196.66667	613.468	0.644649	0.353082	76.14	-3.305
