time	Qdflat(1)	tau(1)	hru_ea(1)	hru_rh(1)	hru_t(1)
units	(W/m^2)	()	(kPa)	(%)	(°C)
42059.5	480.928	0.404449	0.283476	81.2177	-6.62487
42059.54167	521.798	0.404449	0.267918	79.5632	-7.03797
42059.58333	509.613	0.404449	0.263032	81.0316	-7.45924
42059.625	445.37	0.404449	0.256006	81.1137	-7.78079
42059.66667	336.328	0.404449	0.251499	84.6815	-8.47418
42059.70833	192.248	0.404449	0.245424	83.6197	-8.60867
42059.75	46.1854	0.404449	0.246228	83.5233	-8.55839
42059.79167	0	0.404449	0.247715	82.6309	-8.36777
42059.83333	0	0.404449	0.244877	83.1417	-8.56887
42059.875	0	0.404449	0.239604	75.4084	-7.70391
42059.91667	0	0.404449	0.237246	76.6507	-8.00368
42059.95833	0	0.404449	0.234309	72.1526	-7.45442
42060	0	0.404449	0.231686	62.8945	-6.00124
42060.04167	0	0.490494	0.215455	52.8113	-4.81221
42060.08333	0	0.490494	0.215536	51.7054	-4.55999
42060.125	0	0.490494	0.23033	61.7086	-5.84852
42060.16667	0	0.490494	0.223692	63.2386	-6.47069
42060.20833	0	0.490494	0.236687	70.7977	-7.12092
42060.25	0	0.490494	0.243197	75.1761	-7.4982
42060.29167	0	0.490494	0.25076	81.2328	-8.03406
42060.33333	7.18442	0.490494	0.259472	86.8402	-8.40547
42060.375	114.342	0.490494	0.263718	91.4081	-8.80349
42060.41667	267.88	0.490494	0.245862	93.8823	-9.89699
42060.45833	397.837	0.490494	0.230788	93.8339	-10.6009
42060.5	487.959	0.490494	0.226925	93.8684	-10.7936
42060.54167	528.88	0.490494	0.231908	93.1143	-10.4605
42060.58333	516.681	0.490494	0.231787	97.0745	-10.9318
42060.625	452.353	0.490494	0.222137	99.2964	-11.6566
42060.66667	343.096	0.490494	0.215446	100	-12.0735
42060.70833	198.51	0.490494	0.206437	100	-12.5449
42060.75	50.3452	0.490494	0.198758	100	-12.9617
42060.79167	0	0.490494	0.184162	97.4167	-13.5106
42060.83333	0	0.490494	0.172307	90.4328	-13.4247
42060.875	0	0.490494	0.178844	71.2863	-10.3788
42060.91667	0	0.490494	0.19053	65.9672	-8.79092
42060.95833	0	0.490494	0.194142	61.2753	-7.73659
42061	0	0.490494	0.206825	58.9818	-6.57124
42061.04167	0	0.442385	0.212718	61.0779	-6.65
42061.08333	0	0.442385	0.210424	59.9386	-6.55783
42061.125	0	0.442385	0.219278	64.7932	-6.98036
42061.16667	0	0.442385	0.213391	66.7773	-7.63876
42061.20833	0	0.442385	0.214573	67.0821	-7.62766
42061.25	0	0.442385	0.213356	67.4792	-7.76026
42061.29167	0	0.442385	0.210441	72.9821	-8.80977
42061.33333	8.73403	0.442385	0.197249	79.0501	-10.4396
42061.375	119.971	0.442385	0.195597	81.5799	-10.8858
42061.41667	274.487	0.442385	0.198143	83.8302	-11.045
42061.45833	404.763	0.442385	0.22315	90.7964	-10.6092
42061.5	495.02	0.442385	0.229436	97.6186	-11.1078
42061.54167	535.99	0.442385	0.225319	99.0042	-11.466
42061.58333	523.777	0.442385	0.217856	98.8476	-11.8221
42061.625	459.367	0.442385	0.20628	100	-12.5532
42061.66667	349.735	0.442385	0.198039	100	-13.0015
42061.70833	204.836	0.442385	0.165343	100	-14.9665
42061.75	54.6143	0.442385	0.170051	100	-14.6627
42061.79167	0	0.442385	0.182806	99.237	-13.7934
42061.83333	0	0.442385	0.196294	96.0316	-12.6538
42061.875	0	0.442385	0.199209	94.3055	-12.2914
42061.91667	0	0.442385	0.186662	83.4548	-11.6587
42061.95833	0	0.442385	0.182981	79.3172	-11.3152
42062	0	0.442385	0.189951	79.7325	-10.957
42062.04167	0	0.470013	0.19884	75.6726	-9.85928
42062.08333	0	0.470013	0.196443	72.8662	-9.5702
42062.125	0	0.470013	0.191876	73.2132	-9.88861
42062.16667	0	0.470013	0.189089	72.2438	-9.90328
42062.20833	0	0.470013	0.181048	72.8022	-10.4773
42062.25	0	0.470013	0.179643	80.0592	-11.6231
42062.29167	0	0.470013	0.177543	84.4486	-12.3438
42062.33333	10.3619	0.470013	0.172497	88.0725	-13.123
42062.375	125.697	0.470013	0.162935	92.3459	-14.2626
42062.41667	281.14	0.470013	0.14983	92.3574	-15.1718
42062.45833	411.551	0.470013	0.148284	92.1176	-15.2556
42062.5	502.107	0.470013	0.143539	93.0358	-15.7122
42062.54167	543.124	0.470013	0.140687	93.312	-15.9594
42062.58333	530.897	0.470013	0.133102	88.3506	-15.9678
42062.625	466.41	0.470013	0.125293	87.443	-16.5041
42062.66667	356.412	0.470013	0.123212	85.9068	-16.4936
42062.70833	211.22	0.470013	0.122302	84.2906	-16.37
42062.75	59.1913	0.470013	0.129577	84.512	-15.7793
42062.79167	0	0.470013	0.140967	82.4973	-14.6104
42062.83333	0	0.470013	0.149958	78.6278	-13.4142
42062.875	0	0.470013	0.150665	68.9066	-11.9101
42062.91667	0	0.470013	0.162384	61.7643	-9.853
42062.95833	0	0.470013	0.17173	60.2431	-8.93965
42063	0	0.470013	0.180112	58.6344	-8.0902
42063.04167	0	0.451459	0.187588	58.7026	-7.63876
42063.08333	0	0.451459	0.191693	60.5488	-7.74539
42063.125	0	0.451459	0.18817	61.2318	-8.08538
42063.16667	0	0.451459	0.18287	64.6754	-9.03183
42063.20833	0	0.451459	0.178139	69.5483	-10.1463
42063.25	0	0.451459	0.173155	72.0168	-10.8543
42063.29167	0	0.451459	0.169166	74.2329	-11.4514
42063.33333	12.149	0.451459	0.165291	77.0555	-12.1217
42063.375	131.514	0.451459	0.160819	79.2327	-12.7313
42063.41667	287.835	0.451459	0.15362	86.4476	-14.1851
42063.45833	418.37	0.451459	0.149513	89.7798	-14.889
42063.5	509.217	0.451459	0.150508	91.1867	-14.9853
42063.54167	550.278	0.451459	0.150862	90.8888	-14.9246
42063.58333	538.038	0.451459	0.154579	90.3406	-14.5957
42063.625	473.478	0.451459	0.161471	85.463	-13.5169
42063.66667	363.295	0.451459	0.172086	73.7153	-11.1832
42063.70833	217.66	0.451459	0.176437	75.5648	-11.1811
42063.75	63.9818	0.451459	0.178291	71.1591	-10.3935
42063.79167	0	0.451459	0.18442	67.4605	-9.41308
42063.83333	0	0.451459	0.182168	73.3213	-10.4877
42063.875	0	0.451459	0.181201	65.9149	-9.35024
42063.91667	0	0.451459	0.192239	60.297	-7.66516
42063.95833	0	0.451459	0.215585	63.9402	-7.0233
42064	0	0.451459	0.218846	67.1377	-7.41127
42064.04167	0	0.483128	0.228149	70.9594	-7.56859
42064.08333	0	0.483128	0.222823	66.8929	-7.16261
42064.125	0	0.483128	0.216082	65.3227	-7.24263
42064.16667	0	0.483128	0.210937	65.2483	-7.50595
42064.20833	0	0.483128	0.207278	68.1048	-8.19557
42064.25	0	0.483128	0.207582	72.0704	-8.82234
42064.29167	0	0.483128	0.21838	79.3806	-9.34186
42064.33333	14.1685	0.483128	0.22332	87.7919	-10.2238
42064.375	137.419	0.483128	0.217034	89.5581	-10.7663
42064.41667	294.569	0.483128	0.224384	92.6779	-10.7768
42064.45833	425.387	0.483128	0.232034	93.2867	-10.4752
42064.5	516.347	0.483128	0.229227	94.5186	-10.758
42064.54167	557.449	0.483128	0.236614	95.7534	-10.5485
42064.58333	545.197	0.483128	0.25352	96.4464	-9.85509
42064.625	480.568	0.483128	0.257827	96.6898	-9.69379
42064.66667	370.04	0.483128	0.257668	97.8785	-9.83834
42064.70833	224.153	0.483128	0.247722	96.0314	-10.0667
42064.75	68.8567	0.483128	0.234773	94.4587	-10.4835
42064.79167	0.0652044	0.483128	0.206429	85.7108	-10.8355
42064.83333	0	0.483128	0.20028	90.9419	-11.8305
42064.875	0	0.483128	0.180954	79.8108	-11.5079
42064.91667	0	0.483128	0.159362	69.4313	-11.3718
42064.95833	0	0.483128	0.163552	73.552	-11.7237
42065	0	0.483128	0.148577	67.4646	-11.8305
42065.04167	0	0.401052	0.129634	58.8188	-11.8221
42065.08333	0	0.401052	0.116799	55.9475	-12.4213
42065.125	0	0.401052	0.106729	55.2274	-13.2697
42065.16667	0	0.401052	0.110207	61.6248	-14.116
42065.20833	0	0.401052	0.111638	66.9588	-14.8764
42065.25	0	0.401052	0.105366	69.1657	-15.8484
42065.29167	0	0.401052	0.105409	75.5589	-16.789
42065.33333	16.2408	0.401052	0.106332	79.2215	-17.1996
42065.375	143.405	0.401052	0.106016	81.5399	-17.5368
42065.41667	301.339	0.401052	0.105129	82.6232	-17.7652
42065.45833	432.257	0.401052	0.101046	89.09	-18.9739
42065.5	523.493	0.401052	0.100191	90.7588	-19.2567
42065.54167	564.635	0.401052	0.0966863	95.8181	-20.191
42065.58333	552.372	0.401052	0.0962963	95.3352	-20.1805
42065.625	487.676	0.401052	0.094053	98.5117	-20.7629
42065.66667	376.813	0.401052	0.094831	96.8581	-20.5031
42065.70833	230.693	0.401052	0.0940378	96.8892	-20.5932
42065.75	73.8709	0.401052	0.0911612	94.1352	-20.6162
42065.79167	0.346381	0.401052	0.0915789	91.346	-20.258
42065.83333	0	0.401052	0.0912591	81.7446	-19.1394
42065.875	0	0.401052	0.0949704	67.516	-16.701
42065.91667	0	0.401052	0.0950789	57.5934	-14.9832
42065.95833	0	0.401052	0.097801	50.395	-13.2236
42066	0	0.401052	0.0904638	42.5581	-12.2223
42066.04167	0	0.513395	0.0880643	37.4407	-11.0994
42066.08333	0	0.513395	0.0858475	34.2056	-10.3746
42066.125	0	0.513395	0.0911682	37.4582	-10.7182
42066.16667	0	0.513395	0.0883953	39.1568	-11.5561
42066.20833	0	0.513395	0.0910113	41.8609	-11.973
42066.25	0	0.513395	0.0967371	47.9979	-12.8088
42066.29167	0	0.513395	0.10082	56.1156	-14.0657
42066.33333	18.6568	0.513395	0.102622	56.987	-14.0406
42066.375	149.467	0.513395	0.103355	63.4011	-15.1194
42066.41667	307.972	0.513395	0.102954	64.6826	-15.3771
42066.45833	439.318	0.513395	0.103004	64.8401	-15.398
42066.5	530.653	0.513395	0.100169	72.5841	-16.9042
42066.54167	571.831	0.513395	0.0994998	77.1826	-17.6269
42066.58333	559.557	0.513395	0.0995404	79.2617	-17.9034
42066.625	494.801	0.513395	0.0995095	81.3431	-18.1799
42066.66667	383.783	0.513395	0.100161	80.8727	-18.0501
42066.70833	237.278	0.513395	0.100744	79.6961	-17.8343
42066.75	78.9933	0.513395	0.105029	78.2821	-17.2038
42066.79167	0.632287	0.513395	0.114936	70.0551	-15.0503
42066.83333	0	0.513395	0.117664	63.0098	-13.6446
42066.875	0	0.513395	0.123426	53.2704	-11.267
42066.91667	0	0.513395	0.137142	50.8414	-9.56391
42066.95833	0	0.513395	0.154203	49.5854	-7.94964
42067	0	0.513395	0.181459	52.9733	-6.84105
42067.04167	0	0.552526	0.194037	53.1716	-6.11017
42067.08333	0	0.552526	0.205432	56.2514	-6.10137
42067.125	0	0.552526	0.205691	58.6509	-6.56977
42067.16667	0	0.552526	0.19383	60.03	-7.51999
42067.20833	0	0.552526	0.18519	60.6831	-8.16478
42067.25	0	0.552526	0.178863	69.6227	-10.1128
42067.29167	0	0.552526	0.179373	75.8461	-11.0387
42067.33333	21.1592	0.552526	0.182613	74.5258	-10.6427
42067.375	155.601	0.552526	0.181088	73.3241	-10.5548
42067.41667	314.806	0.552526	0.175715	77.7782	-11.5477
42067.45833	446.396	0.552526	0.185265	75.8917	-10.6846
42067.5	537.822	0.552526	0.182178	78.9097	-11.3068
42067.54167	579.035	0.552526	0.182009	79.7328	-11.4325
42067.58333	566.752	0.552526	0.187607	78.086	-10.8627
42067.625	501.937	0.552526	0.198564	75.8923	-9.90746
42067.66667	390.604	0.552526	0.202035	74.3029	-9.47383
42067.70833	243.905	0.552526	0.216639	77.3162	-9.13447
42067.75	84.2373	0.552526	0.237845	82.5775	-8.82234
42067.79167	1.13893	0.552526	0.266898	87.324	-8.14739
42067.83333	0	0.552526	0.292318	83.996	-6.65859
42067.875	0	0.552526	0.306065	82.2436	-5.88309
42067.91667	0	0.552526	0.320558	84.3939	-5.64553
42067.95833	0	0.552526	0.331407	81.8462	-4.90019
42068	0	0.552526	0.343112	75.3819	-3.52536
42068.04167	0	0.556662	0.359642	80.062	-3.681
42068.08333	0	0.556662	0.356743	72.8545	-2.65935
42068.125	0	0.556662	0.373768	76.9635	-2.75739
42068.16667	0	0.556662	0.377414	79.9755	-3.0978
42068.20833	0	0.556662	0.349618	74.6825	-3.19291
42068.25	0	0.556662	0.33938	71.8537	-3.08754
42068.29167	0	0.556662	0.33217	70.264	-3.07685
42068.33333	23.8742	0.556662	0.34313	66.1877	-1.97895
42068.375	161.802	0.556662	0.375983	67.981	-1.20324
42068.41667	321.498	0.556662	0.388557	75.5239	-2.07008
42068.45833	453.486	0.556662	0.381844	70.929	-1.52731
42068.5	544.999	0.556662	0.387704	73.4541	-1.76402
42068.54167	586.244	0.556662	0.38186	70.4323	-1.44247
42068.58333	573.951	0.556662	0.373492	68.3371	-1.3459
42068.625	509.083	0.556662	0.349769	64.021	-1.3505
42068.66667	397.615	0.556662	0.333154	61.7842	-1.50783
42068.70833	250.569	0.556662	0.336769	64.0423	-1.80864
42068.75	89.5901	0.556662	0.326372	63.9118	-2.15911
42068.79167	1.72971	0.556662	0.311502	60.3538	-2.03195
42068.83333	0	0.556662	0.315807	59.8452	-1.76654
42068.875	0	0.556662	0.315385	59.1095	-1.63435
42068.91667	0	0.556662	0.29083	53.514	-1.41377
42068.95833	0	0.556662	0.298618	54.8725	-1.39743
42069	0	0.556662	0.291378	53.0134	-1.27823
42069.04167	0	0.452488	0.285279	52.3546	-1.38214
42069.08333	0	0.452488	0.285162	52.6638	-1.45776
42069.125	0	0.452488	0.2653	50.0986	-1.72464
42069.16667	0	0.452488	0.270972	52.881	-2.11805
42069.20833	0	0.452488	0.27717	55.2461	-2.37027
42069.25	0	0.452488	0.286686	58.5166	-2.65307
42069.29167	0	0.452488	0.283444	57.69	-2.61913
42069.33333	26.8248	0.452488	0.283861	57.3906	-2.53974
42069.375	168.064	0.452488	0.281371	56.9052	-2.54351
42069.41667	328.213	0.452488	0.271949	55.2121	-2.58939
42069.45833	460.586	0.452488	0.284013	58.3183	-2.72408
42069.5	552.18	0.452488	0.287967	58.4806	-2.59274
42069.54167	593.454	0.452488	0.275791	54.9181	-2.35875
42069.58333	581.153	0.452488	0.269851	52.9299	-2.17859
42069.625	516.235	0.452488	0.303227	63.1347	-2.88916
42069.66667	404.472	0.452488	0.319818	72.594	-3.91018
42069.70833	257.266	0.452488	0.352659	82.0993	-4.20785
42069.75	95.0466	0.452488	0.355532	83.8169	-4.35575
42069.79167	2.41877	0.452488	0.354899	83.2329	-4.29458
42069.83333	0	0.452488	0.348737	77.7599	-3.70006
42069.875	0	0.452488	0.325052	61.5918	-1.76549
42069.91667	0	0.452488	0.268847	49.8141	-1.49714
42069.95833	0	0.452488	0.268051	48.0331	-1.09535
42070	0	0.452488	0.299541	53.867	-1.13809
42070.04167	0	0.432633	0.291394	52.8023	-1.22963
42070.08333	0	0.432633	0.291205	52.9735	-1.27635
42070.125	0	0.432633	0.299441	56.1574	-1.6421
42070.16667	0	0.432633	0.282332	54.1073	-1.90123
42070.20833	0	0.432633	0.28685	55.6594	-2.04955
42070.25	0	0.432633	0.281097	53.4861	-1.81556
42070.29167	0	0.432633	0.295311	58.4519	-2.28689
42070.33333	29.8582	0.432633	0.296219	61.8281	-2.91848
42070.375	174.382	0.432633	0.291049	61.6951	-3.10178
42070.41667	335.121	0.432633	0.282727	65.8404	-4.21162
42070.45833	467.694	0.432633	0.27763	68.7825	-4.9372
42070.5	559.361	0.432633	0.272532	71.8567	-5.66278
42070.54167	600.663	0.432633	0.267435	75.0682	-6.38836
42070.58333	588.354	0.432633	0.264419	77.7174	-6.91919
42070.625	523.39	0.432633	0.264631	78.0849	-6.96423
42070.66667	411.342	0.432633	0.264083	80.3672	-7.31909
42070.70833	263.995	0.432633	0.268693	78.0383	-6.78198
42070.75	100.611	0.432633	0.278877	75.882	-6.02826
42070.79167	3.33027	0.432633	0.282928	76.4657	-5.94991
42070.83333	0	0.432633	0.285171	71.377	-5.05668
42070.875	0	0.432633	0.282534	62.6514	-3.63492
42070.91667	0	0.432633	0.286117	58.2945	-2.63149
42070.95833	0	0.432633	0.315509	57.7229	-1.34485
42071	0	0.432633	0.319531	56.142	-0.858219
42071.04167	0	0.497411	0.31476	53.1999	-0.389815
42071.08333	0	0.497411	0.332603	53.2786	0.295614
42071.125	0	0.497411	0.354861	55.6658	0.584491
42071.16667	0	0.497411	0.364029	58.2738	0.304831
42071.20833	0	0.497411	0.372563	61.7005	-0.143253
42071.25	0	0.497411	0.384237	60.5655	0.517875
42071.29167	0	0.497411	0.393645	60.2464	0.925319
42071.33333	33.2624	0.497411	0.403989	62.1098	0.862684
42071.375	180.753	0.497411	0.397878	60.1122	1.10443
42071.41667	341.876	0.497411	0.39966	60.7292	1.02482
42071.45833	474.805	0.497411	0.390238	57.7607	1.38932
42071.5	566.54	0.497411	0.398191	59.4842	1.26112
42071.54167	607.867	0.497411	0.403872	61.4852	0.998639
42071.58333	595.55	0.497411	0.425148	67.3538	0.448117
42071.625	530.545	0.497411	0.441744	72.1861	0.0214003
42071.66667	418.393	0.497411	0.44423	71.2627	0.275713
42071.70833	270.75	0.497411	0.429468	65.3366	1.00827
42071.75	106.254	0.497411	0.434647	66.6768	0.893059
42071.79167	4.2737	0.497411	0.484998	86.6325	-1.05702
42071.83333	0	0.497411	0.475318	87.1621	-1.37271
42071.875	0	0.497411	0.470416	85.6592	-1.28829
42071.91667	0	0.497411	0.467792	86.0565	-1.41104
42071.95833	0	0.497411	0.462542	82.9441	-1.10394
42072	0	0.497411	0.447008	75.868	-0.4403
42072.04167	0	0.497565	0.423055	67.4862	0.353012
42072.08333	0	0.497565	0.397363	61.1939	0.839431
42072.125	0	0.497565	0.38564	58.6742	1.00702
42072.16667	0	0.497565	0.381717	58.66	0.868759
42072.20833	0	0.497565	0.383949	60.0008	0.636861
42072.25	0	0.497565	0.375429	60.4387	0.227113
42072.29167	0	0.497565	0.358667	57.8352	0.204488
42072.33333	36.7487	0.497565	0.351002	56.5243	0.222713
42072.375	187.172	0.497565	0.350709	56.0919	0.316981
42072.41667	348.815	0.497565	0.370297	59.151	0.334158
42072.45833	481.917	0.497565	0.372881	58.6525	0.546784
42072.5	573.714	0.497565	0.367136	57.0023	0.72652
42072.54167	615.062	0.497565	0.388305	61.6395	0.420675
42072.58333	602.74	0.497565	0.383913	60.6137	0.495251
42072.625	537.697	0.497565	0.352777	55.344	0.583234
42072.66667	425.279	0.497565	0.343368	56.3706	-0.0372549
42072.70833	277.529	0.497565	0.333497	55.665	-0.238149
42072.75	111.994	0.497565	0.331462	55.4383	-0.262868
42072.79167	5.50661	0.497565	0.344574	58.1794	-0.377455
42072.83333	0	0.497565	0.346351	59.0301	-0.490786
42072.875	0	0.497565	0.353295	60.622	-0.572484
42072.91667	0	0.497565	0.346256	56.3731	0.0723047
42072.95833	0	0.497565	0.378976	61.0273	0.223132
42073	0	0.497565	0.383212	60.527	0.489804
42073.04167	0	0.475659	0.384562	59.6112	0.748935
42073.08333	0	0.475659	0.378006	57.9949	0.891383
42073.125	0	0.475659	0.381936	58.5703	0.897877
42073.16667	0	0.475659	0.391133	60.5041	0.777634
42073.20833	0	0.475659	0.397651	62.397	0.580301
42073.25	0	0.475659	0.39041	61.2552	0.581558
42073.29167	0	0.475659	0.398723	63.5602	0.362648
42073.33333	40.5097	0.475659	0.393076	63.7505	0.125094
42073.375	193.633	0.475659	0.366001	59.3178	0.134731
42073.41667	355.596	0.475659	0.345915	55.5469	0.261887
42073.45833	489.027	0.475659	0.328809	51.6034	0.577997
42073.5	580.879	0.475659	0.333686	52.2094	0.620103
42073.54167	622.247	0.475659	0.335583	52.5843	0.599573
42073.58333	609.919	0.475659	0.338963	54.4123	0.266495
42073.625	544.842	0.475659	0.398772	67.5477	-0.416419
42073.66667	432.339	0.475659	0.403243	66.7352	-0.134874
42073.70833	284.327	0.475659	0.423382	72.6684	-0.575836
42073.75	117.806	0.475659	0.434698	74.8347	-0.612076
42073.79167	6.81961	0.475659	0.430067	72.8362	-0.414324
42073.83333	0	0.475659	0.438484	71.5594	0.0394159
42073.875	0	0.475659	0.458859	77.2978	-0.349594
42073.91667	0	0.475659	0.444179	70.1947	0.482263
42073.95833	0	0.475659	0.471873	76.366	0.154632
42074	0	0.475659	0.482707	76.9258	0.366628
42074.04167	0	0.42659	0.464004	72.2686	0.683157
42074.08333	0	0.42659	0.449448	70.1343	0.656972
42074.125	0	0.42659	0.440527	67.9707	0.813037
42074.16667	0	0.42659	0.456369	72.2177	0.463828
42074.20833	0	0.42659	0.465107	75.357	0.13892
42074.25	0	0.42659	0.463148	76.2688	-0.0745429
42074.29167	0	0.42659	0.463581	76.4879	-0.098005
42074.33333	44.4799	0.42659	0.466169	75.4773	0.148347
42074.375	200.133	0.42659	0.457463	72.633	0.417742
42074.41667	362.555	0.42659	0.464873	74.6742	0.257278
42074.45833	496.131	0.42659	0.489017	82.9736	-0.436739
42074.5	588.033	0.42659	0.47822	78.695	-0.0659541
42074.54167	629.418	0.42659	0.487985	80.5367	-0.101357
42074.58333	617.085	0.42659	0.499663	81.9912	-0.0315989
42074.625	551.979	0.42659	0.515356	87.5426	-0.450565
42074.66667	439.23	0.42659	0.529705	94.5311	-1.04592
42074.70833	291.143	0.42659	0.520121	100	-1.93978
42074.75	123.695	0.42659	0.503725	99.4625	-2.25798
42074.79167	8.30763	0.42659	0.485075	94.7283	-2.12622
42074.83333	0	0.42659	0.42633	76.4824	-1.10897
42074.875	0	0.42659	0.416353	74.4226	-1.0654
42074.91667	0	0.42659	0.41493	72.6205	-0.811295
42074.95833	0	0.42659	0.457555	85.8058	-1.64148
42075	0	0.42659	0.422789	72.2904	-0.529749
42075.04167	0	0.431214	0.411384	68.727	-0.249042
42075.08333	0	0.431214	0.41284	69.8411	-0.400917
42075.125	0	0.431214	0.425502	72.3746	-0.466486
42075.16667	0	0.431214	0.424324	71.7416	-0.393795
42075.20833	0	0.431214	0.408577	67.186	-0.0571558
42075.25	0	0.431214	0.407126	67.6298	-0.180122
42075.29167	0	0.431214	0.405912	67.3455	-0.165249
42075.33333	48.5883	0.431214	0.403088	66.499	-0.0965386
42075.375	206.668	0.431214	0.408052	67.9022	-0.20128
42075.41667	369.349	0.431214	0.416588	70.092	-0.33493
42075.45833	503.227	0.431214	0.416206	70.4582	-0.409087
42075.5	595.172	0.431214	0.413682	69.5102	-0.3188
42075.54167	636.571	0.431214	0.411061	69.8346	-0.452031
42075.58333	624.235	0.431214	0.390452	65.4901	-0.297223
42075.625	559.104	0.431214	0.385017	64.3744	-0.258888
42075.66667	446.288	0.431214	0.378941	63.26	-0.240034
42075.70833	297.801	0.431214	0.373955	62.1809	-0.192063
42075.75	129.659	0.431214	0.365949	60.2334	-0.0686774
42075.79167	10.0001	0.431214	0.358968	58.8594	-0.0223816
42075.83333	0	0.431214	0.360267	59.486	-0.107013
42075.875	0	0.431214	0.367487	59.2529	0.205536
42075.91667	0	0.431214	0.379383	61.6564	0.0968142
42075.95833	0	0.431214	0.399583	65.964	-0.104499
42076	0	0.431214	0.406578	66.2707	0.056384
42076.04167	0	0.307812	0.395875	63.0057	0.384644
42076.08333	0	0.307812	0.404859	64.5609	0.35783
42076.125	0	0.307812	0.423542	66.168	0.641051
42076.16667	0	0.307812	0.418612	65.1752	0.688185
42076.20833	0	0.307812	0.412862	66.5844	0.202394
42076.25	0	0.307812	0.412526	67.3653	0.0308271
42076.29167	0	0.307812	0.396099	63.2735	0.333949
42076.33333	53.0401	0.307812	0.375575	58.5287	0.675406
42076.375	213.232	0.307812	0.376255	59.4733	0.47933
42076.41667	376.144	0.307812	0.369404	59.0137	0.332902
42076.45833	510.312	0.307812	0.37199	60.6144	0.0605737
42076.5	602.294	0.307812	0.378137	61.7871	0.0224477
42076.54167	643.705	0.307812	0.376311	61.4589	0.0291512
42076.58333	631.365	0.307812	0.382943	62.4449	0.0505185
42076.625	566.213	0.307812	0.423206	73.0829	-0.649574
42076.66667	453.339	0.307812	0.464574	85.5794	-1.42717
42076.70833	304.642	0.307812	0.468748	83.9605	-1.09012
42076.75	135.693	0.307812	0.479111	86.0815	-1.12719
42076.79167	11.7524	0.307812	0.485608	86.5305	-1.02769
42076.83333	0	0.307812	0.499597	88.1665	-0.911218
42076.875	0	0.307812	0.50864	89.437	-0.867436
42076.91667	0	0.307812	0.492746	84.0841	-0.505659
42076.95833	0	0.307812	0.508463	88.3086	-0.718494
42077	0	0.307812	0.5144	89.4576	-0.734414
42077.04167	0	0.375301	0.512623	89.2695	-0.750754
42077.08333	0	0.375301	0.508087	89.1087	-0.836223
42077.125	0	0.375301	0.515506	94.507	-1.36957
42077.16667	0	0.375301	0.514752	93.6051	-1.27195
42077.20833	0	0.375301	0.510377	93.9233	-1.41523
42077.25	0	0.375301	0.475937	86.5997	-1.27928
42077.29167	0	0.375301	0.455654	85.114	-1.59434
42077.33333	57.5751	0.375301	0.46916	93.9029	-2.4197
42077.375	219.823	0.375301	0.391491	80.0226	-2.67004
42077.41667	383.109	0.375301	0.309006	64.1182	-2.84852
42077.45833	517.383	0.375301	0.293999	61.9768	-3.03621
42077.5	609.396	0.375301	0.255356	54.5316	-3.18955
42077.54167	650.816	0.375301	0.226982	49.3782	-3.40867
42077.58333	638.474	0.375301	0.242252	53.78	-3.64832
42077.625	573.305	0.375301	0.305554	71.1739	-4.21456
42077.66667	460.38	0.375301	0.309695	72.8261	-4.326
42077.70833	311.321	0.375301	0.287688	70.0296	-4.73114
42077.75	141.789	0.375301	0.29323	70.0774	-4.51558
42077.79167	13.8448	0.375301	0.278729	67.528	-4.67563
42077.83333	0	0.375301	0.272105	65.1078	-4.52983
42077.875	0	0.375301	0.286858	66.9872	-4.24409
42077.91667	0	0.375301	0.291593	65.8984	-3.85864
42077.95833	0	0.375301	0.298726	64.7798	-3.37118
42078	0	0.375301	0.298557	67.3045	-3.82932
42078.04167	0	0.515343	0.280031	62.3503	-3.6831
42078.08333	0	0.515343	0.270123	59.2516	-3.5065
42078.125	0	0.515343	0.288279	63.3372	-3.52578
42078.16667	0	0.515343	0.286125	63.0716	-3.56474
42078.20833	0	0.515343	0.305377	71.4274	-4.26316
42078.25	0	0.515343	0.30377	74.1247	-4.75963
42078.29167	0	0.515343	0.296329	76.0272	-5.34513
42078.33333	62.4487	0.515343	0.284712	76.5874	-5.89545
42078.375	226.435	0.515343	0.269636	77.126	-6.60601
42078.41667	389.9	0.515343	0.253579	75.9762	-7.13999
42078.45833	524.437	0.515343	0.240204	69.0753	-6.6676
42078.5	616.475	0.515343	0.218355	67.7158	-7.53528
42078.54167	657.902	0.515343	0.201184	73.293	-9.367
42078.58333	645.557	0.515343	0.191055	75.024	-10.2112
42078.625	580.376	0.515343	0.180428	79.8192	-11.5414
42078.66667	467.408	0.515343	0.173292	86.69	-12.8989
42078.70833	318.174	0.515343	0.16801	87.3208	-13.3178
42078.75	147.942	0.515343	0.163971	88.2294	-13.697
42078.79167	15.9857	0.515343	0.162084	85.1977	-13.4414
42078.83333	0	0.515343	0.167911	77.495	-12.0107
42078.875	0	0.515343	0.176685	61.5498	-8.86047
42078.91667	0	0.515343	0.184457	53.1879	-6.69881
42078.95833	0	0.515343	0.193883	52.8421	-6.04732
42079	0	0.515343	0.189437	46.2736	-4.77178
42079.04167	0	0.593629	0.226453	47.571	-2.99474
42079.08333	0	0.593629	0.223389	46.2834	-2.83071
42079.125	0	0.593629	0.211383	42.617	-2.50622
42079.16667	0	0.593629	0.204019	45.4655	-3.69336
42079.20833	0	0.593629	0.178624	43.4414	-4.72046
