sr50_2016t,sr50_2016,sr50_2017t,sr50_2017,sr50_2018t,sr50_2018,sr50_2019t,sr50_2019,sr50_2020t,sr50_2020
2016-07-01 22:15,1.51,2017-07-01 22:15,NaN,2018-07-01 22:15,1.497,2019-07-01 22:15,0.872,2020-07-01 22:15,NaN
2016-07-01 22:30,1.509,2017-07-01 22:30,NaN,2018-07-01 22:30,1.498,2019-07-01 22:30,0.867,2020-07-01 22:30,NaN
2016-07-01 22:45,1.513,2017-07-01 22:45,NaN,2018-07-01 22:45,1.496,2019-07-01 22:45,0.866,2020-07-01 22:45,NaN
2016-07-01 23:00,1.508,2017-07-01 23:00,NaN,2018-07-01 23:00,1.496,2019-07-01 23:00,0.866,2020-07-01 23:00,NaN
2016-07-01 23:15,1.51,2017-07-01 23:15,NaN,2018-07-01 23:15,1.499,2019-07-01 23:15,0.869,2020-07-01 23:15,NaN
2016-07-01 23:30,1.513,2017-07-01 23:30,NaN,2018-07-01 23:30,1.496,2019-07-01 23:30,0.867,2020-07-01 23:30,NaN
2016-07-01 23:45,1.513,2017-07-01 23:45,NaN,2018-07-01 23:45,1.495,2019-07-01 23:45,0.861,2020-07-01 23:45,NaN
2016-07-02 0:00,1.511,2017-07-02 0:00,NaN,2018-07-02 0:00,1.496,2019-07-02 0:00,0.862,2020-07-02 0:00,NaN
2016-07-02 0:15,1.511,2017-07-02 0:15,NaN,2018-07-02 0:15,1.497,2019-07-02 0:15,0.867,2020-07-02 0:15,NaN
2016-07-02 0:30,1.508,2017-07-02 0:30,NaN,2018-07-02 0:30,1.494,2019-07-02 0:30,0.862,2020-07-02 0:30,NaN
2016-07-02 0:45,1.512,2017-07-02 0:45,NaN,2018-07-02 0:45,1.494,2019-07-02 0:45,0.862,2020-07-02 0:45,NaN
2016-07-02 1:00,1.512,2017-07-02 1:00,NaN,2018-07-02 1:00,1.496,2019-07-02 1:00,0.863,2020-07-02 1:00,NaN
2016-07-02 1:15,1.515,2017-07-02 1:15,NaN,2018-07-02 1:15,1.495,2019-07-02 1:15,0.864,2020-07-02 1:15,NaN
2016-07-02 1:30,1.512,2017-07-02 1:30,NaN,2018-07-02 1:30,1.496,2019-07-02 1:30,0.864,2020-07-02 1:30,NaN
2016-07-02 1:45,1.514,2017-07-02 1:45,NaN,2018-07-02 1:45,1.495,2019-07-02 1:45,0.862,2020-07-02 1:45,NaN
2016-07-02 2:00,1.512,2017-07-02 2:00,NaN,2018-07-02 2:00,1.496,2019-07-02 2:00,0.863,2020-07-02 2:00,NaN
2016-07-02 2:15,1.513,2017-07-02 2:15,NaN,2018-07-02 2:15,1.496,2019-07-02 2:15,0.862,2020-07-02 2:15,NaN
2016-07-02 2:30,1.511,2017-07-02 2:30,NaN,2018-07-02 2:30,1.496,2019-07-02 2:30,0.864,2020-07-02 2:30,NaN
2016-07-02 2:45,1.514,2017-07-02 2:45,NaN,2018-07-02 2:45,1.495,2019-07-02 2:45,0.863,2020-07-02 2:45,NaN
2016-07-02 3:00,1.511,2017-07-02 3:00,NaN,2018-07-02 3:00,1.496,2019-07-02 3:00,0.861,2020-07-02 3:00,NaN
2016-07-02 3:15,1.511,2017-07-02 3:15,NaN,2018-07-02 3:15,1.495,2019-07-02 3:15,0.862,2020-07-02 3:15,NaN
2016-07-02 3:30,1.509,2017-07-02 3:30,NaN,2018-07-02 3:30,1.495,2019-07-02 3:30,0.863,2020-07-02 3:30,NaN
2016-07-02 3:45,1.51,2017-07-02 3:45,NaN,2018-07-02 3:45,1.495,2019-07-02 3:45,0.864,2020-07-02 3:45,NaN
2016-07-02 4:00,1.509,2017-07-02 4:00,NaN,2018-07-02 4:00,1.495,2019-07-02 4:00,0.865,2020-07-02 4:00,NaN
2016-07-02 4:15,1.508,2017-07-02 4:15,NaN,2018-07-02 4:15,1.495,2019-07-02 4:15,0.862,2020-07-02 4:15,NaN
2016-07-02 4:30,1.511,2017-07-02 4:30,NaN,2018-07-02 4:30,1.495,2019-07-02 4:30,0.862,2020-07-02 4:30,NaN
2016-07-02 4:45,1.511,2017-07-02 4:45,NaN,2018-07-02 4:45,1.496,2019-07-02 4:45,0.865,2020-07-02 4:45,NaN
2016-07-02 5:00,1.511,2017-07-02 5:00,NaN,2018-07-02 5:00,1.494,2019-07-02 5:00,0.866,2020-07-02 5:00,NaN
2016-07-02 5:15,1.514,2017-07-02 5:15,NaN,2018-07-02 5:15,1.497,2019-07-02 5:15,0.867,2020-07-02 5:15,NaN
2016-07-02 5:30,1.512,2017-07-02 5:30,NaN,2018-07-02 5:30,1.495,2019-07-02 5:30,0.865,2020-07-02 5:30,NaN
2016-07-02 5:45,1.514,2017-07-02 5:45,NaN,2018-07-02 5:45,1.495,2019-07-02 5:45,0.866,2020-07-02 5:45,NaN
2016-07-02 6:00,1.516,2017-07-02 6:00,NaN,2018-07-02 6:00,1.494,2019-07-02 6:00,0.865,2020-07-02 6:00,NaN
2016-07-02 6:15,1.517,2017-07-02 6:15,NaN,2018-07-02 6:15,1.496,2019-07-02 6:15,0.865,2020-07-02 6:15,NaN
2016-07-02 6:30,1.514,2017-07-02 6:30,NaN,2018-07-02 6:30,1.496,2019-07-02 6:30,0.866,2020-07-02 6:30,NaN
2016-07-02 6:45,1.518,2017-07-02 6:45,NaN,2018-07-02 6:45,1.496,2019-07-02 6:45,0.864,2020-07-02 6:45,NaN
2016-07-02 7:00,1.515,2017-07-02 7:00,NaN,2018-07-02 7:00,1.496,2019-07-02 7:00,0.862,2020-07-02 7:00,NaN
2016-07-02 7:15,1.517,2017-07-02 7:15,NaN,2018-07-02 7:15,1.497,2019-07-02 7:15,0.862,2020-07-02 7:15,NaN
2016-07-02 7:30,1.52,2017-07-02 7:30,NaN,2018-07-02 7:30,1.5,2019-07-02 7:30,0.862,2020-07-02 7:30,NaN
2016-07-02 7:45,1.519,2017-07-02 7:45,NaN,2018-07-02 7:45,1.498,2019-07-02 7:45,0.863,2020-07-02 7:45,NaN
2016-07-02 8:00,1.517,2017-07-02 8:00,NaN,2018-07-02 8:00,1.498,2019-07-02 8:00,0.865,2020-07-02 8:00,NaN
2016-07-02 8:15,1.517,2017-07-02 8:15,NaN,2018-07-02 8:15,1.502,2019-07-02 8:15,0.863,2020-07-02 8:15,NaN
2016-07-02 8:30,1.519,2017-07-02 8:30,NaN,2018-07-02 8:30,1.498,2019-07-02 8:30,0.863,2020-07-02 8:30,NaN
2016-07-02 8:45,1.527,2017-07-02 8:45,NaN,2018-07-02 8:45,1.496,2019-07-02 8:45,0.864,2020-07-02 8:45,NaN
2016-07-02 9:00,1.531,2017-07-02 9:00,NaN,2018-07-02 9:00,1.499,2019-07-02 9:00,0.864,2020-07-02 9:00,NaN
2016-07-02 9:15,1.53,2017-07-02 9:15,NaN,2018-07-02 9:15,1.5,2019-07-02 9:15,0.863,2020-07-02 9:15,NaN
2016-07-02 9:30,1.527,2017-07-02 9:30,NaN,2018-07-02 9:30,1.498,2019-07-02 9:30,0.864,2020-07-02 9:30,NaN
2016-07-02 9:45,1.534,2017-07-02 9:45,NaN,2018-07-02 9:45,1.501,2019-07-02 9:45,0.863,2020-07-02 9:45,NaN
2016-07-02 10:00,1.535,2017-07-02 10:00,NaN,2018-07-02 10:00,1.495,2019-07-02 10:00,0.865,2020-07-02 10:00,NaN
2016-07-02 10:15,1.542,2017-07-02 10:15,NaN,2018-07-02 10:15,1.5,2019-07-02 10:15,0.863,2020-07-02 10:15,NaN
2016-07-02 10:30,1.546,2017-07-02 10:30,NaN,2018-07-02 10:30,1.5,2019-07-02 10:30,0.862,2020-07-02 10:30,NaN
2016-07-02 10:45,1.54,2017-07-02 10:45,NaN,2018-07-02 10:45,1.496,2019-07-02 10:45,0.861,2020-07-02 10:45,NaN
2016-07-02 11:00,1.542,2017-07-02 11:00,NaN,2018-07-02 11:00,1.494,2019-07-02 11:00,0.864,2020-07-02 11:00,NaN
2016-07-02 11:15,1.54,2017-07-02 11:15,NaN,2018-07-02 11:15,1.501,2019-07-02 11:15,0.865,2020-07-02 11:15,NaN
2016-07-02 11:30,1.555,2017-07-02 11:30,NaN,2018-07-02 11:30,1.5,2019-07-02 11:30,0.866,2020-07-02 11:30,NaN
2016-07-02 11:45,1.545,2017-07-02 11:45,NaN,2018-07-02 11:45,1.503,2019-07-02 11:45,0.872,2020-07-02 11:45,NaN
2016-07-02 12:00,1.554,2017-07-02 12:00,NaN,2018-07-02 12:00,1.504,2019-07-02 12:00,0.873,2020-07-02 12:00,NaN
2016-07-02 12:15,1.55,2017-07-02 12:15,NaN,2018-07-02 12:15,1.504,2019-07-02 12:15,0.876,2020-07-02 12:15,NaN
2016-07-02 12:30,1.551,2017-07-02 12:30,NaN,2018-07-02 12:30,1.503,2019-07-02 12:30,0.871,2020-07-02 12:30,NaN
2016-07-02 12:45,1.556,2017-07-02 12:45,NaN,2018-07-02 12:45,1.504,2019-07-02 12:45,0.876,2020-07-02 12:45,NaN
2016-07-02 13:00,1.562,2017-07-02 13:00,NaN,2018-07-02 13:00,1.506,2019-07-02 13:00,0.878,2020-07-02 13:00,NaN
2016-07-02 13:15,1.565,2017-07-02 13:15,NaN,2018-07-02 13:15,1.498,2019-07-02 13:15,0.877,2020-07-02 13:15,NaN
2016-07-02 13:30,1.564,2017-07-02 13:30,NaN,2018-07-02 13:30,1.498,2019-07-02 13:30,0.88,2020-07-02 13:30,NaN
2016-07-02 13:45,1.564,2017-07-02 13:45,NaN,2018-07-02 13:45,1.499,2019-07-02 13:45,0.879,2020-07-02 13:45,NaN
2016-07-02 14:00,1.567,2017-07-02 14:00,NaN,2018-07-02 14:00,1.498,2019-07-02 14:00,0.88,2020-07-02 14:00,NaN
2016-07-02 14:15,1.567,2017-07-02 14:15,NaN,2018-07-02 14:15,1.499,2019-07-02 14:15,0.884,2020-07-02 14:15,NaN
2016-07-02 14:30,1.571,2017-07-02 14:30,NaN,2018-07-02 14:30,1.496,2019-07-02 14:30,0.886,2020-07-02 14:30,NaN
2016-07-02 14:45,1.566,2017-07-02 14:45,NaN,2018-07-02 14:45,1.5,2019-07-02 14:45,0.889,2020-07-02 14:45,NaN
2016-07-02 15:00,1.566,2017-07-02 15:00,NaN,2018-07-02 15:00,1.501,2019-07-02 15:00,0.89,2020-07-02 15:00,NaN
2016-07-02 15:15,1.572,2017-07-02 15:15,NaN,2018-07-02 15:15,1.504,2019-07-02 15:15,0.894,2020-07-02 15:15,NaN
2016-07-02 15:30,1.575,2017-07-02 15:30,NaN,2018-07-02 15:30,1.505,2019-07-02 15:30,0.887,2020-07-02 15:30,NaN
2016-07-02 15:45,1.575,2017-07-02 15:45,NaN,2018-07-02 15:45,1.501,2019-07-02 15:45,0.886,2020-07-02 15:45,NaN
2016-07-02 16:00,1.581,2017-07-02 16:00,NaN,2018-07-02 16:00,1.501,2019-07-02 16:00,0.887,2020-07-02 16:00,NaN
2016-07-02 16:15,1.585,2017-07-02 16:15,NaN,2018-07-02 16:15,1.51,2019-07-02 16:15,0.888,2020-07-02 16:15,NaN
2016-07-02 16:30,1.583,2017-07-02 16:30,NaN,2018-07-02 16:30,1.513,2019-07-02 16:30,0.888,2020-07-02 16:30,NaN
2016-07-02 16:45,1.589,2017-07-02 16:45,NaN,2018-07-02 16:45,1.506,2019-07-02 16:45,0.886,2020-07-02 16:45,NaN
2016-07-02 17:00,1.586,2017-07-02 17:00,NaN,2018-07-02 17:00,1.511,2019-07-02 17:00,0.891,2020-07-02 17:00,NaN
2016-07-02 17:15,1.593,2017-07-02 17:15,NaN,2018-07-02 17:15,1.513,2019-07-02 17:15,0.891,2020-07-02 17:15,NaN
2016-07-02 17:30,1.593,2017-07-02 17:30,NaN,2018-07-02 17:30,1.512,2019-07-02 17:30,0.89,2020-07-02 17:30,NaN
2016-07-02 17:45,1.595,2017-07-02 17:45,NaN,2018-07-02 17:45,1.514,2019-07-02 17:45,0.895,2020-07-02 17:45,NaN
2016-07-02 18:00,1.598,2017-07-02 18:00,NaN,2018-07-02 18:00,1.513,2019-07-02 18:00,0.891,2020-07-02 18:00,NaN
2016-07-02 18:15,1.595,2017-07-02 18:15,NaN,2018-07-02 18:15,1.513,2019-07-02 18:15,0.896,2020-07-02 18:15,NaN
2016-07-02 18:30,1.596,2017-07-02 18:30,NaN,2018-07-02 18:30,1.513,2019-07-02 18:30,0.892,2020-07-02 18:30,NaN
2016-07-02 18:45,1.59,2017-07-02 18:45,NaN,2018-07-02 18:45,1.512,2019-07-02 18:45,0.896,2020-07-02 18:45,NaN
2016-07-02 19:00,1.594,2017-07-02 19:00,NaN,2018-07-02 19:00,1.513,2019-07-02 19:00,0.905,2020-07-02 19:00,NaN
2016-07-02 19:15,1.598,2017-07-02 19:15,NaN,2018-07-02 19:15,1.515,2019-07-02 19:15,0.903,2020-07-02 19:15,NaN
2016-07-02 19:30,1.594,2017-07-02 19:30,NaN,2018-07-02 19:30,1.518,2019-07-02 19:30,0.901,2020-07-02 19:30,NaN
2016-07-02 19:45,1.598,2017-07-02 19:45,NaN,2018-07-02 19:45,1.515,2019-07-02 19:45,0.9,2020-07-02 19:45,NaN
2016-07-02 20:00,1.6,2017-07-02 20:00,NaN,2018-07-02 20:00,1.51,2019-07-02 20:00,0.9,2020-07-02 20:00,NaN
2016-07-02 20:15,1.599,2017-07-02 20:15,NaN,2018-07-02 20:15,1.509,2019-07-02 20:15,0.9,2020-07-02 20:15,NaN
2016-07-02 20:30,1.598,2017-07-02 20:30,NaN,2018-07-02 20:30,1.506,2019-07-02 20:30,0.899,2020-07-02 20:30,NaN
2016-07-02 20:45,1.597,2017-07-02 20:45,NaN,2018-07-02 20:45,1.506,2019-07-02 20:45,0.899,2020-07-02 20:45,NaN
2016-07-02 21:00,1.605,2017-07-02 21:00,NaN,2018-07-02 21:00,1.506,2019-07-02 21:00,0.897,2020-07-02 21:00,NaN
2016-07-02 21:15,1.604,2017-07-02 21:15,NaN,2018-07-02 21:15,1.509,2019-07-02 21:15,0.897,2020-07-02 21:15,NaN
2016-07-02 21:30,1.598,2017-07-02 21:30,NaN,2018-07-02 21:30,1.516,2019-07-02 21:30,0.899,2020-07-02 21:30,NaN
2016-07-02 21:45,1.601,2017-07-02 21:45,NaN,2018-07-02 21:45,1.507,2019-07-02 21:45,0.897,2020-07-02 21:45,NaN
2016-07-02 22:00,1.599,2017-07-02 22:00,NaN,2018-07-02 22:00,1.506,2019-07-02 22:00,0.897,2020-07-02 22:00,NaN
2016-07-02 22:15,1.6,2017-07-02 22:15,NaN,2018-07-02 22:15,1.508,2019-07-02 22:15,0.897,2020-07-02 22:15,NaN
2016-07-02 22:30,1.599,2017-07-02 22:30,NaN,2018-07-02 22:30,1.51,2019-07-02 22:30,0.896,2020-07-02 22:30,NaN
2016-07-02 22:45,1.601,2017-07-02 22:45,NaN,2018-07-02 22:45,1.513,2019-07-02 22:45,0.896,2020-07-02 22:45,NaN
2016-07-02 23:00,1.601,2017-07-02 23:00,NaN,2018-07-02 23:00,1.506,2019-07-02 23:00,0.894,2020-07-02 23:00,NaN
2016-07-02 23:15,1.603,2017-07-02 23:15,NaN,2018-07-02 23:15,1.507,2019-07-02 23:15,0.893,2020-07-02 23:15,NaN
2016-07-02 23:30,1.601,2017-07-02 23:30,NaN,2018-07-02 23:30,1.503,2019-07-02 23:30,0.894,2020-07-02 23:30,NaN
2016-07-02 23:45,1.6,2017-07-02 23:45,NaN,2018-07-02 23:45,1.504,2019-07-02 23:45,0.894,2020-07-02 23:45,NaN
2016-07-03 0:00,1.602,2017-07-03 0:00,NaN,2018-07-03 0:00,1.505,2019-07-03 0:00,0.895,2020-07-03 0:00,NaN
2016-07-03 0:15,1.602,2017-07-03 0:15,NaN,2018-07-03 0:15,1.502,2019-07-03 0:15,0.894,2020-07-03 0:15,NaN
2016-07-03 0:30,1.603,2017-07-03 0:30,NaN,2018-07-03 0:30,1.505,2019-07-03 0:30,0.896,2020-07-03 0:30,NaN
2016-07-03 0:45,1.605,2017-07-03 0:45,NaN,2018-07-03 0:45,1.508,2019-07-03 0:45,0.898,2020-07-03 0:45,NaN
2016-07-03 1:00,1.609,2017-07-03 1:00,NaN,2018-07-03 1:00,1.508,2019-07-03 1:00,0.898,2020-07-03 1:00,NaN
2016-07-03 1:15,1.612,2017-07-03 1:15,NaN,2018-07-03 1:15,1.506,2019-07-03 1:15,0.895,2020-07-03 1:15,NaN
2016-07-03 1:30,1.614,2017-07-03 1:30,NaN,2018-07-03 1:30,1.501,2019-07-03 1:30,0.895,2020-07-03 1:30,NaN
2016-07-03 1:45,1.611,2017-07-03 1:45,NaN,2018-07-03 1:45,1.5,2019-07-03 1:45,0.896,2020-07-03 1:45,NaN
2016-07-03 2:00,1.614,2017-07-03 2:00,NaN,2018-07-03 2:00,1.502,2019-07-03 2:00,0.896,2020-07-03 2:00,NaN
2016-07-03 2:15,1.615,2017-07-03 2:15,NaN,2018-07-03 2:15,1.5,2019-07-03 2:15,0.895,2020-07-03 2:15,NaN
2016-07-03 2:30,1.609,2017-07-03 2:30,NaN,2018-07-03 2:30,1.5,2019-07-03 2:30,0.894,2020-07-03 2:30,NaN
2016-07-03 2:45,1.611,2017-07-03 2:45,NaN,2018-07-03 2:45,1.5,2019-07-03 2:45,0.896,2020-07-03 2:45,NaN
2016-07-03 3:00,1.61,2017-07-03 3:00,NaN,2018-07-03 3:00,1.5,2019-07-03 3:00,0.894,2020-07-03 3:00,NaN
2016-07-03 3:15,1.613,2017-07-03 3:15,NaN,2018-07-03 3:15,1.499,2019-07-03 3:15,0.897,2020-07-03 3:15,NaN
2016-07-03 3:30,1.611,2017-07-03 3:30,NaN,2018-07-03 3:30,1.497,2019-07-03 3:30,0.895,2020-07-03 3:30,NaN
2016-07-03 3:45,1.613,2017-07-03 3:45,NaN,2018-07-03 3:45,1.498,2019-07-03 3:45,0.895,2020-07-03 3:45,NaN
2016-07-03 4:00,1.615,2017-07-03 4:00,NaN,2018-07-03 4:00,1.497,2019-07-03 4:00,0.894,2020-07-03 4:00,NaN
2016-07-03 4:15,1.616,2017-07-03 4:15,NaN,2018-07-03 4:15,1.498,2019-07-03 4:15,0.896,2020-07-03 4:15,NaN
2016-07-03 4:30,1.615,2017-07-03 4:30,NaN,2018-07-03 4:30,1.499,2019-07-03 4:30,0.896,2020-07-03 4:30,NaN
2016-07-03 4:45,1.617,2017-07-03 4:45,NaN,2018-07-03 4:45,1.498,2019-07-03 4:45,0.898,2020-07-03 4:45,NaN
2016-07-03 5:00,1.621,2017-07-03 5:00,NaN,2018-07-03 5:00,1.499,2019-07-03 5:00,0.893,2020-07-03 5:00,NaN
2016-07-03 5:15,1.623,2017-07-03 5:15,NaN,2018-07-03 5:15,1.498,2019-07-03 5:15,0.896,2020-07-03 5:15,NaN
2016-07-03 5:30,1.621,2017-07-03 5:30,NaN,2018-07-03 5:30,1.499,2019-07-03 5:30,0.894,2020-07-03 5:30,NaN
2016-07-03 5:45,1.625,2017-07-03 5:45,NaN,2018-07-03 5:45,1.498,2019-07-03 5:45,0.896,2020-07-03 5:45,NaN
2016-07-03 6:00,1.623,2017-07-03 6:00,NaN,2018-07-03 6:00,1.499,2019-07-03 6:00,0.897,2020-07-03 6:00,NaN
2016-07-03 6:15,1.625,2017-07-03 6:15,NaN,2018-07-03 6:15,1.5,2019-07-03 6:15,0.897,2020-07-03 6:15,NaN
2016-07-03 6:30,1.626,2017-07-03 6:30,NaN,2018-07-03 6:30,1.501,2019-07-03 6:30,0.896,2020-07-03 6:30,NaN
2016-07-03 6:45,1.627,2017-07-03 6:45,NaN,2018-07-03 6:45,1.501,2019-07-03 6:45,0.896,2020-07-03 6:45,NaN
2016-07-03 7:00,1.63,2017-07-03 7:00,NaN,2018-07-03 7:00,1.501,2019-07-03 7:00,0.896,2020-07-03 7:00,NaN
2016-07-03 7:15,1.629,2017-07-03 7:15,NaN,2018-07-03 7:15,1.508,2019-07-03 7:15,0.898,2020-07-03 7:15,NaN
2016-07-03 7:30,1.632,2017-07-03 7:30,NaN,2018-07-03 7:30,1.508,2019-07-03 7:30,0.896,2020-07-03 7:30,NaN
2016-07-03 7:45,1.634,2017-07-03 7:45,NaN,2018-07-03 7:45,1.506,2019-07-03 7:45,0.897,2020-07-03 7:45,NaN
2016-07-03 8:00,1.634,2017-07-03 8:00,NaN,2018-07-03 8:00,1.506,2019-07-03 8:00,0.896,2020-07-03 8:00,NaN
2016-07-03 8:15,1.634,2017-07-03 8:15,NaN,2018-07-03 8:15,1.506,2019-07-03 8:15,0.896,2020-07-03 8:15,NaN
2016-07-03 8:30,1.635,2017-07-03 8:30,NaN,2018-07-03 8:30,1.507,2019-07-03 8:30,0.896,2020-07-03 8:30,NaN
2016-07-03 8:45,1.638,2017-07-03 8:45,NaN,2018-07-03 8:45,1.506,2019-07-03 8:45,0.898,2020-07-03 8:45,NaN
2016-07-03 9:00,1.638,2017-07-03 9:00,NaN,2018-07-03 9:00,1.507,2019-07-03 9:00,0.896,2020-07-03 9:00,NaN
2016-07-03 9:15,1.64,2017-07-03 9:15,NaN,2018-07-03 9:15,1.506,2019-07-03 9:15,0.892,2020-07-03 9:15,NaN
2016-07-03 9:30,1.639,2017-07-03 9:30,NaN,2018-07-03 9:30,1.507,2019-07-03 9:30,0.896,2020-07-03 9:30,NaN
2016-07-03 9:45,1.64,2017-07-03 9:45,NaN,2018-07-03 9:45,1.508,2019-07-03 9:45,0.897,2020-07-03 9:45,NaN
2016-07-03 10:00,1.641,2017-07-03 10:00,NaN,2018-07-03 10:00,1.509,2019-07-03 10:00,0.9,2020-07-03 10:00,NaN
2016-07-03 10:15,1.641,2017-07-03 10:15,NaN,2018-07-03 10:15,1.507,2019-07-03 10:15,0.905,2020-07-03 10:15,NaN
2016-07-03 10:30,1.638,2017-07-03 10:30,NaN,2018-07-03 10:30,1.508,2019-07-03 10:30,0.903,2020-07-03 10:30,NaN
2016-07-03 10:45,1.639,2017-07-03 10:45,NaN,2018-07-03 10:45,1.509,2019-07-03 10:45,0.904,2020-07-03 10:45,NaN
2016-07-03 11:00,1.642,2017-07-03 11:00,NaN,2018-07-03 11:00,1.51,2019-07-03 11:00,0.901,2020-07-03 11:00,NaN
2016-07-03 11:15,1.64,2017-07-03 11:15,NaN,2018-07-03 11:15,1.514,2019-07-03 11:15,0.902,2020-07-03 11:15,NaN
2016-07-03 11:30,1.643,2017-07-03 11:30,NaN,2018-07-03 11:30,1.519,2019-07-03 11:30,0.905,2020-07-03 11:30,NaN
2016-07-03 11:45,1.642,2017-07-03 11:45,NaN,2018-07-03 11:45,1.512,2019-07-03 11:45,0.905,2020-07-03 11:45,NaN
2016-07-03 12:00,1.646,2017-07-03 12:00,NaN,2018-07-03 12:00,1.518,2019-07-03 12:00,0.904,2020-07-03 12:00,NaN
2016-07-03 12:15,1.647,2017-07-03 12:15,NaN,2018-07-03 12:15,1.518,2019-07-03 12:15,0.908,2020-07-03 12:15,NaN
2016-07-03 12:30,1.651,2017-07-03 12:30,NaN,2018-07-03 12:30,1.522,2019-07-03 12:30,0.901,2020-07-03 12:30,NaN
2016-07-03 12:45,1.652,2017-07-03 12:45,NaN,2018-07-03 12:45,1.523,2019-07-03 12:45,0.9,2020-07-03 12:45,NaN
2016-07-03 13:00,1.652,2017-07-03 13:00,NaN,2018-07-03 13:00,1.521,2019-07-03 13:00,0.901,2020-07-03 13:00,NaN
2016-07-03 13:15,1.651,2017-07-03 13:15,NaN,2018-07-03 13:15,1.523,2019-07-03 13:15,0.901,2020-07-03 13:15,NaN
2016-07-03 13:30,1.655,2017-07-03 13:30,NaN,2018-07-03 13:30,1.514,2019-07-03 13:30,0.902,2020-07-03 13:30,NaN
2016-07-03 13:45,1.657,2017-07-03 13:45,NaN,2018-07-03 13:45,1.523,2019-07-03 13:45,0.907,2020-07-03 13:45,NaN
2016-07-03 14:00,1.659,2017-07-03 14:00,NaN,2018-07-03 14:00,1.523,2019-07-03 14:00,0.905,2020-07-03 14:00,NaN
2016-07-03 14:15,1.659,2017-07-03 14:15,NaN,2018-07-03 14:15,1.524,2019-07-03 14:15,0.906,2020-07-03 14:15,NaN
2016-07-03 14:30,1.661,2017-07-03 14:30,NaN,2018-07-03 14:30,1.528,2019-07-03 14:30,0.902,2020-07-03 14:30,NaN
2016-07-03 14:45,1.658,2017-07-03 14:45,NaN,2018-07-03 14:45,1.529,2019-07-03 14:45,0.901,2020-07-03 14:45,NaN
2016-07-03 15:00,1.665,2017-07-03 15:00,NaN,2018-07-03 15:00,1.53,2019-07-03 15:00,0.904,2020-07-03 15:00,NaN
2016-07-03 15:15,1.663,2017-07-03 15:15,NaN,2018-07-03 15:15,1.528,2019-07-03 15:15,0.904,2020-07-03 15:15,NaN
2016-07-03 15:30,1.667,2017-07-03 15:30,NaN,2018-07-03 15:30,1.524,2019-07-03 15:30,0.903,2020-07-03 15:30,NaN
2016-07-03 15:45,1.67,2017-07-03 15:45,NaN,2018-07-03 15:45,1.528,2019-07-03 15:45,0.904,2020-07-03 15:45,NaN
2016-07-03 16:00,1.676,2017-07-03 16:00,NaN,2018-07-03 16:00,1.531,2019-07-03 16:00,0.902,2020-07-03 16:00,NaN
2016-07-03 16:15,1.67,2017-07-03 16:15,NaN,2018-07-03 16:15,1.533,2019-07-03 16:15,0.904,2020-07-03 16:15,NaN
2016-07-03 16:30,1.668,2017-07-03 16:30,NaN,2018-07-03 16:30,1.539,2019-07-03 16:30,0.904,2020-07-03 16:30,NaN
2016-07-03 16:45,1.677,2017-07-03 16:45,NaN,2018-07-03 16:45,1.536,2019-07-03 16:45,0.907,2020-07-03 16:45,NaN
2016-07-03 17:00,1.676,2017-07-03 17:00,NaN,2018-07-03 17:00,1.535,2019-07-03 17:00,0.902,2020-07-03 17:00,NaN
2016-07-03 17:15,1.671,2017-07-03 17:15,NaN,2018-07-03 17:15,1.538,2019-07-03 17:15,0.902,2020-07-03 17:15,NaN
2016-07-03 17:30,1.676,2017-07-03 17:30,NaN,2018-07-03 17:30,1.539,2019-07-03 17:30,0.904,2020-07-03 17:30,NaN
2016-07-03 17:45,1.68,2017-07-03 17:45,NaN,2018-07-03 17:45,1.533,2019-07-03 17:45,0.904,2020-07-03 17:45,NaN
2016-07-03 18:00,1.68,2017-07-03 18:00,NaN,2018-07-03 18:00,1.535,2019-07-03 18:00,0.917,2020-07-03 18:00,NaN
2016-07-03 18:15,1.671,2017-07-03 18:15,NaN,2018-07-03 18:15,1.541,2019-07-03 18:15,0.908,2020-07-03 18:15,NaN
2016-07-03 18:30,1.675,2017-07-03 18:30,NaN,2018-07-03 18:30,1.541,2019-07-03 18:30,0.909,2020-07-03 18:30,NaN
2016-07-03 18:45,1.673,2017-07-03 18:45,NaN,2018-07-03 18:45,1.542,2019-07-03 18:45,0.908,2020-07-03 18:45,NaN
2016-07-03 19:00,1.676,2017-07-03 19:00,NaN,2018-07-03 19:00,1.547,2019-07-03 19:00,0.909,2020-07-03 19:00,NaN
2016-07-03 19:15,1.675,2017-07-03 19:15,NaN,2018-07-03 19:15,1.541,2019-07-03 19:15,0.904,2020-07-03 19:15,NaN
2016-07-03 19:30,1.672,2017-07-03 19:30,NaN,2018-07-03 19:30,1.547,2019-07-03 19:30,0.905,2020-07-03 19:30,NaN
2016-07-03 19:45,1.682,2017-07-03 19:45,NaN,2018-07-03 19:45,1.544,2019-07-03 19:45,0.912,2020-07-03 19:45,NaN
2016-07-03 20:00,1.683,2017-07-03 20:00,NaN,2018-07-03 20:00,1.551,2019-07-03 20:00,0.91,2020-07-03 20:00,NaN
2016-07-03 20:15,1.679,2017-07-03 20:15,NaN,2018-07-03 20:15,1.544,2019-07-03 20:15,0.911,2020-07-03 20:15,NaN
