time,Ta_C,RH_percent,U_ms,SWin_Wm2,LWin_Wm2
12-Sep-2014 16:00:00,0.745,80.2,1.671,423.96,307.44
12-Sep-2014 17:00:00,0.30125,84.45,4.787,282.7025,307.21
12-Sep-2014 18:00:00,0.1685,86.025,5.081,225.72,304.305
12-Sep-2014 19:00:00,0.065,89.9,4.20875,118.5275,305.93
12-Sep-2014 20:00:00,-0.21625,93.05,2.50325,62.52125,306.245
12-Sep-2014 21:00:00,-0.3955,94.425,2.406,15.936875,305.5325
12-Sep-2014 22:00:00,-0.52325,94.925,2.30325,0.24537,302.215
12-Sep-2014 23:00:00,-0.508,94.4,0.531,0,299.2725
13-Sep-2014 00:00:00,-0.1325,88.95,0.6385,0,297.57
13-Sep-2014 01:00:00,0.532,78.935,1.813,0.0465825,297.285
13-Sep-2014 02:00:00,-0.582,92.425,1.34275,0,270.4075
13-Sep-2014 03:00:00,-1.11325,86.225,1.01775,0,237.2025
13-Sep-2014 04:00:00,-1.1185,80.3675,2.0055,0,238.53
13-Sep-2014 05:00:00,-1.15875,72.795,3.3535,0,231.7875
13-Sep-2014 06:00:00,-1.35525,72.7475,1.53275,0,228.63
13-Sep-2014 07:00:00,-1.19075,70.3175,2.0855,0,227.5575
13-Sep-2014 08:00:00,-1.71375,76.59,1.47125,0,228.265
13-Sep-2014 09:00:00,-1.56525,76.25,2.1525,9.67995,227.935
13-Sep-2014 10:00:00,-1.296,71.1975,1.79525,26.786,225.97
13-Sep-2014 11:00:00,-1.40825,70.3175,1.9185,43.84575,226.9475
13-Sep-2014 12:00:00,-0.2505,60.58,1.85125,331.484,232.815
13-Sep-2014 13:00:00,1.60075,50.5825,1.345,460.1195,238.7275
13-Sep-2014 14:00:00,3.24375,47.4375,2.1375,682.1375,246.2975
13-Sep-2014 15:00:00,3.67875,49.7375,5.89725,703.57,251.5725
13-Sep-2014 16:00:00,3.8035,54.7525,8.17725,684.7825,252.53
13-Sep-2014 17:00:00,4.16325,54.9975,8.35325,557.505,260.9575
13-Sep-2014 18:00:00,4.7935,51.8875,7.814,534.8275,255.675
13-Sep-2014 19:00:00,5.0245,52.85,7.18575,368.32,260.05
13-Sep-2014 20:00:00,5.2445,50.46,6.802,80.5245,294.4025
13-Sep-2014 21:00:00,5.7895,47.03,4.8275,19.78245,310.195
13-Sep-2014 22:00:00,4.8775,54.6125,1.513,0.3788,312.11
13-Sep-2014 23:00:00,4.642,56.8575,1.39475,0,314.08
14-Sep-2014 00:00:00,4.33575,61.0375,1.10775,0.06294525,316.835
14-Sep-2014 01:00:00,3.96125,64.1625,1.41275,0.0760725,316.815
14-Sep-2014 02:00:00,3.762,67.435,2.27725,0.0327275,317.4
14-Sep-2014 03:00:00,3.95725,67.16,1.89375,0.0748775,316.9275
14-Sep-2014 04:00:00,3.80075,68.7675,1.1345,0.119314125,317.0725
14-Sep-2014 05:00:00,3.6295,70.0725,0.90675,0.08500725,316.64
14-Sep-2014 06:00:00,3.648,70.6325,1.04475,0.162068,317.535
14-Sep-2014 07:00:00,3.4215,73.6875,1.41325,0.093995,316.5275
14-Sep-2014 08:00:00,3.49825,73.505,1.54325,0.055602175,313.435
14-Sep-2014 09:00:00,3.65725,72.6825,0.81975,6.6019475,317.14
14-Sep-2014 10:00:00,3.625,73.98,1.05675,42.5665,318.025
14-Sep-2014 11:00:00,3.68775,74.265,1.46475,126.587,317.73
14-Sep-2014 12:00:00,4.48575,69.645,0.896,224.3875,309.655
14-Sep-2014 13:00:00,4.7935,67.9875,2.0905,367.55,297.165
14-Sep-2014 14:00:00,5.53425,63.445,3.255,704.905,273.09
14-Sep-2014 15:00:00,6.74225,56.6525,4.444,719.1675,264.22
14-Sep-2014 16:00:00,6.598,58.3725,5.78925,710.9275,264.8075
14-Sep-2014 17:00:00,7.2265,58.4575,7.99825,649.1225,265.59
14-Sep-2014 18:00:00,7.499,58.3175,8.2825,537.4325,266.24
14-Sep-2014 19:00:00,8.1425,56.545,7.887,324.63875,267.435
14-Sep-2014 20:00:00,7.59275,58.3875,5.12625,27.37325,266.4575
14-Sep-2014 21:00:00,8.3925,55.97,5.22825,11.74515,267.3125
14-Sep-2014 22:00:00,8.16075,57.47,5.529,0.0298825,266.7175
14-Sep-2014 23:00:00,8.07425,58.85,6.16525,0,266.6825
15-Sep-2014 00:00:00,7.81275,57.77,5.01675,0,266.0775
15-Sep-2014 01:00:00,6.3895,63.23,3.01975,0,263.3675
15-Sep-2014 02:00:00,6.158,63.4025,1.574,0,262.2275
15-Sep-2014 03:00:00,5.647,65.595,1.72775,0,261.48
15-Sep-2014 04:00:00,5.7935,64.98,1.4265,0,261.6575
15-Sep-2014 05:00:00,5.7055,65.24,1.881,0,261.6725
15-Sep-2014 06:00:00,5.63625,65.345,1.9925,0,261.3775
15-Sep-2014 07:00:00,5.2855,66.6125,1.54175,0,260.465
15-Sep-2014 08:00:00,5.1285,66.47,1.67375,0,259.9275
15-Sep-2014 09:00:00,4.98875,67.2,1.87125,4.6432,258.8725
15-Sep-2014 10:00:00,5.112,65.8675,1.09275,20.97675,259.5925
15-Sep-2014 11:00:00,5.103,65.63,1.7715,32.53825,260.445
15-Sep-2014 12:00:00,6.04,60.6675,2.83475,294.9785,265.1075
15-Sep-2014 13:00:00,6.622,58.6275,3.31075,415.1165,268.565
15-Sep-2014 14:00:00,7.656,53.7025,3.8925,664.905,273.83
15-Sep-2014 15:00:00,7.70375,56.0075,5.26375,707.8825,275.4675
15-Sep-2014 16:00:00,8.6975,53.325,7.173,699.525,276.2575
15-Sep-2014 17:00:00,9.535,54.4025,10.0275,634.495,275.85
15-Sep-2014 18:00:00,10.1625,49.9525,7.995,529.4,277.225
15-Sep-2014 19:00:00,10.1425,49.8175,8.79575,310.986,275.925
15-Sep-2014 20:00:00,10.63,49.945,9.0925,26.08975,273.55
15-Sep-2014 21:00:00,11.015,48.28,7.85,10.53185,273.97
15-Sep-2014 22:00:00,10.5175,48.4475,4.8025,0,271.995
15-Sep-2014 23:00:00,9.705,49.245,0.96275,0,268.215
16-Sep-2014 00:00:00,9.1925,50.3625,1.16725,0,265.2925
16-Sep-2014 01:00:00,9.2,50.2575,0.89075,0,265.47
16-Sep-2014 02:00:00,9.025,50.2275,1.31,0,267.0025
16-Sep-2014 03:00:00,9.4375,49.4775,2.18875,0,269.91
16-Sep-2014 04:00:00,11.045,41.57,5.674,0,273.185
16-Sep-2014 05:00:00,8.29625,53.85,1.4085,0,267.0525
16-Sep-2014 06:00:00,8.555,51.27,1.70725,0,266.9425
16-Sep-2014 07:00:00,9.49,45.8625,4.0925,0,268.415
16-Sep-2014 08:00:00,9.215,45.3525,2.9745,0,267.7775
16-Sep-2014 09:00:00,8.18725,47.8225,1.396,3.9899125,263.8725
16-Sep-2014 10:00:00,8.35,48.2025,2.451,20.203,264.515
16-Sep-2014 11:00:00,8.1235,48.225,1.2155,32.47275,262.205
16-Sep-2014 12:00:00,9.48,41.755,1.0215,262.14375,267.445
16-Sep-2014 13:00:00,11.01,33.3725,6.2905,367.96,272.5225
16-Sep-2014 14:00:00,11.475,31,6.00525,658.695,275.38
16-Sep-2014 15:00:00,11.655,32.005,7.0485,698.6,275.525
16-Sep-2014 16:00:00,12.0375,37.82,8.6275,686.5525,277.665
16-Sep-2014 17:00:00,12.29,37.4625,8.212,635.4325,276.6925
16-Sep-2014 18:00:00,12.2925,37.3975,7.8,531.71,276.9625
16-Sep-2014 19:00:00,11.64,38.14,7.59725,306.04875,275.57
16-Sep-2014 20:00:00,11.1575,40.9925,7.15075,25.79825,273.4275
16-Sep-2014 21:00:00,11.1125,41.925,6.54475,10.226825,273.7775
16-Sep-2014 22:00:00,10.0225,47.055,6.4955,0,273.0775
16-Sep-2014 23:00:00,9.16,49.525,7.281,0,271.42
17-Sep-2014 00:00:00,9.235,48.865,6.934,0,271.1275
17-Sep-2014 01:00:00,9.37,48.5475,6.84125,0,270.325
17-Sep-2014 02:00:00,9.34,48.4875,6.27,0,268.205
17-Sep-2014 03:00:00,9.955,45.17,6.31425,0,268.0175
17-Sep-2014 04:00:00,9.9525,45.575,6.7595,0,266.91
17-Sep-2014 05:00:00,9.84,45.305,7.14375,0,264.65
17-Sep-2014 06:00:00,9.7225,42.2725,6.98075,0,263.2625
17-Sep-2014 07:00:00,9.055,44.6325,6.6615,0,261.4675
17-Sep-2014 08:00:00,8.6075,43.7925,6.2745,0,260.22
17-Sep-2014 09:00:00,7.78575,41.615,1.52825,5.46315,257.08
17-Sep-2014 10:00:00,7.50425,41.2,2.0945,27.39075,259.7625
17-Sep-2014 11:00:00,8.09875,39.75,1.7375,94.52075,272.9675
17-Sep-2014 12:00:00,8.555,44.26,6.364,251.0775,297.3325
17-Sep-2014 13:00:00,9.3325,39.5125,7.58825,346.58,315.365
17-Sep-2014 14:00:00,9.5075,35.0725,7.45425,432.4875,308.5775
17-Sep-2014 15:00:00,11.5025,28.455,6.46575,421.435,310.2975
17-Sep-2014 16:00:00,11.0275,30.37,6.82,440.3675,319.715
17-Sep-2014 17:00:00,8.875,43.9675,6.2395,344.415,320.9925
17-Sep-2014 18:00:00,8.725,47.2325,5.971,265.965,326.3625
17-Sep-2014 19:00:00,8.4525,49.265,7.01825,191.7525,315.76
17-Sep-2014 20:00:00,9.04,46.4875,7.41325,91.4705,316.7275
17-Sep-2014 21:00:00,10.055,46.59,7.6965,23.39975,323.09
17-Sep-2014 22:00:00,8.4075,62.76,8.811,0,332.2275
17-Sep-2014 23:00:00,8.4925,64.5625,6.327,0,326.1075
18-Sep-2014 00:00:00,9.3775,60.8575,7.458,0,328.9525
18-Sep-2014 01:00:00,9.12,63.54,7.8935,0,336.9375
18-Sep-2014 02:00:00,8.3175,69.81,9.6675,0,329.02
18-Sep-2014 03:00:00,7.89725,75.3125,10.315,0,332.265
18-Sep-2014 04:00:00,7.50075,78.2175,10.6525,0,337.8975
18-Sep-2014 05:00:00,7.643,75.6375,11,0,336.045
18-Sep-2014 06:00:00,7.82325,71.2025,10.8025,0,326.28
18-Sep-2014 07:00:00,7.83575,70.6825,9.645,0,326.0075
18-Sep-2014 08:00:00,7.33375,75.375,8.835,0,329.445
18-Sep-2014 09:00:00,7.10725,75.585,7.70325,0.849425,333.12
18-Sep-2014 10:00:00,7.1995,75.0225,6.86,25.221,336.1775
18-Sep-2014 11:00:00,7.11425,76.165,7.1855,136.3085,337.755
18-Sep-2014 12:00:00,7.0485,76.5325,7.3095,198.1475,337.4725
18-Sep-2014 13:00:00,6.80025,76.8825,8.23225,257.7575,335.3075
18-Sep-2014 14:00:00,6.72975,76.3025,8.33,283.2325,337.3625
18-Sep-2014 15:00:00,6.62625,77.2725,8.405,380.1625,335.935
18-Sep-2014 16:00:00,6.78475,76.86,8.31375,327.7625,335.88
18-Sep-2014 17:00:00,6.54575,77.825,9.76,303.9175,331.9375
18-Sep-2014 18:00:00,6.829,76.8925,8.9425,174.8725,327.035
18-Sep-2014 19:00:00,6.79025,78.7375,8.31,84.74675,330.32
18-Sep-2014 20:00:00,6.7625,77.645,8.955,59.06025,336.55
18-Sep-2014 21:00:00,6.71625,74.4925,7.861,11.19065,331.7425
18-Sep-2014 22:00:00,6.6,72.095,7.2455,0,322.0475
18-Sep-2014 23:00:00,6.295,73.89,7.90825,0,322.2675
19-Sep-2014 00:00:00,7.448,62.225,8.725,0,298.9825
19-Sep-2014 01:00:00,6.964,66.565,7.9535,0,303.4875
19-Sep-2014 02:00:00,6.34225,71.105,7.75925,0,287.8025
19-Sep-2014 03:00:00,6.46375,70.9875,6.94375,0,313.46
19-Sep-2014 04:00:00,6.8265,66.9125,7.68025,0,277.985
19-Sep-2014 05:00:00,6.18875,74.38,9.2625,0,315.2025
19-Sep-2014 06:00:00,6.1065,74.755,9.555,0,319.7425
19-Sep-2014 07:00:00,5.9915,74.125,9.015,0,312.8225
19-Sep-2014 08:00:00,5.93725,73.365,8.5775,0,315.3975
19-Sep-2014 09:00:00,6.0765,71.895,9.2625,2.17505,303.6425
19-Sep-2014 10:00:00,6.0095,71.4525,9.315,30.622,296.7
19-Sep-2014 11:00:00,6.0385,69.9125,9.535,54.834,294.445
19-Sep-2014 12:00:00,5.74975,69.9825,9.125,97.40075,315.7375
19-Sep-2014 13:00:00,5.76075,68.6275,8.51175,143.8475,312.47
19-Sep-2014 14:00:00,6.0235,64.7375,8.55,209.85,304.26
19-Sep-2014 15:00:00,5.52025,71.3625,9.4025,270.9925,326.4875
19-Sep-2014 16:00:00,5.55025,71.4625,9.3675,433.5,317.5975
19-Sep-2014 17:00:00,5.152,73.7325,8.6175,220.925,325.295
19-Sep-2014 18:00:00,6.20825,60.83,10.46,292.3925,290.04
19-Sep-2014 19:00:00,5.7995,66.36,10.9475,95.36325,294.6925
19-Sep-2014 20:00:00,6.12725,63.7125,9.695,49.936,286.515
19-Sep-2014 21:00:00,6.938,56.5775,9.755,9.4913925,280.3275
19-Sep-2014 22:00:00,7.24,55.6625,10.0525,0,274.24
19-Sep-2014 23:00:00,7.4045,52.4825,10.0625,0,272.9725
20-Sep-2014 00:00:00,7.42025,51.765,10.94,0,272.81
20-Sep-2014 01:00:00,7.56475,50.465,11.1175,0,276.1075
20-Sep-2014 02:00:00,7.7875,49.58,10.455,0,276.7775
20-Sep-2014 03:00:00,7.86675,47.705,9.9475,0,266.7925
20-Sep-2014 04:00:00,7.45025,50.56,10.09,0,264.5075
20-Sep-2014 05:00:00,7.36975,49.4825,9.32,0,270.725
20-Sep-2014 06:00:00,7.1725,47.3075,9.2975,0,262.7
20-Sep-2014 07:00:00,7.42925,41.2025,10.61,0,264.745
20-Sep-2014 08:00:00,6.99075,44.5575,10.99,0,268.44
20-Sep-2014 09:00:00,6.0975,48.525,11.9225,1.20111,261.4575
20-Sep-2014 10:00:00,6.495,41.3325,5.426,16.9619,260.525
20-Sep-2014 11:00:00,5.66875,47.6675,2.1395,30.3045,259.135
20-Sep-2014 12:00:00,5.392,51.2,2.87425,117.50025,261.1275
20-Sep-2014 13:00:00,5.9325,50.3175,3.007,317.20775,264.9125
20-Sep-2014 14:00:00,6.88925,54.035,3.1615,629.935,271.205
20-Sep-2014 15:00:00,7.146,57.4975,4.70425,670.54,272.8925
20-Sep-2014 16:00:00,7.488,57.705,5.1275,656.56,274.6675
20-Sep-2014 17:00:00,7.61125,56.7125,5.1025,596.955,276.08
20-Sep-2014 18:00:00,7.89975,56.085,4.9325,489.385,277.4
20-Sep-2014 19:00:00,8.415,54.735,5.1605,257.03275,277.7025
20-Sep-2014 20:00:00,8.197,56.07,5.10825,22.86825,275.0125
20-Sep-2014 21:00:00,7.844,56.8875,5.39325,7.8109,272.955
20-Sep-2014 22:00:00,8.1275,56.1775,4.35875,0,271.9025
20-Sep-2014 23:00:00,7.5735,56.4925,5.1815,0,269.52
21-Sep-2014 00:00:00,7.7055,56.0225,3.11275,0,267.495
21-Sep-2014 01:00:00,8.2205,53.04,1.6035,0,265.1575
21-Sep-2014 02:00:00,7.65975,54.63,1.8955,0,263.0475
21-Sep-2014 03:00:00,7.686,54.37,1.1115,0,261.0075
21-Sep-2014 04:00:00,8.2195,54.175,1.67675,0,261.945
21-Sep-2014 05:00:00,10.145,43.89,6.8915,0,266.075
21-Sep-2014 06:00:00,9.15,45.605,2.14625,0,263.3475
21-Sep-2014 07:00:00,10.4075,39.305,4.9225,0,265.4725
21-Sep-2014 08:00:00,12,30.2775,7.7805,0,268.8375
21-Sep-2014 09:00:00,12.1075,30.5475,7.8545,1.930625,268.27
21-Sep-2014 10:00:00,11.285,36.0075,8.437,16.804575,267.2575
21-Sep-2014 11:00:00,11.02,37.3675,7.98925,28.83475,271.03
21-Sep-2014 12:00:00,11.8925,35.665,8.8725,91.591,277.6475
21-Sep-2014 13:00:00,11.425,37.505,8.21,309.1895,280.69
21-Sep-2014 14:00:00,11.21,40.785,11.24,638.1275,282.2825
21-Sep-2014 15:00:00,11.4525,40.97,10.3325,674.5375,282.815
21-Sep-2014 16:00:00,11.9575,41.8525,11.2975,647.785,279.7075
21-Sep-2014 17:00:00,12.4,41.0375,11.4,578.9375,280.945
21-Sep-2014 18:00:00,13.4,38.0875,11.8225,471.04,283.95
21-Sep-2014 19:00:00,13.1575,42.2775,11.3975,242.63625,283.1475
21-Sep-2014 20:00:00,12.1075,44.76,10.905,22.3725,282.4075
21-Sep-2014 21:00:00,11.8175,45.33,10.86,6.94255,282.8875
21-Sep-2014 22:00:00,12.2025,44.25,10.3875,0,283.8325
21-Sep-2014 23:00:00,12.4975,44.495,10.0425,0,284.55
22-Sep-2014 00:00:00,12.4075,45.1325,8.479,0,284.3975
22-Sep-2014 01:00:00,12.1725,45.93,8.6625,0,283.3075
22-Sep-2014 02:00:00,12.0875,45.5725,9.86,0,281.9425
22-Sep-2014 03:00:00,12.14,44.555,10.7625,0,281.2175
22-Sep-2014 04:00:00,11.7275,45.4725,10.56,0,279.2375
22-Sep-2014 05:00:00,12.0475,43.7675,9.6825,0,281.605
22-Sep-2014 06:00:00,13.4075,38.73,10.7175,0,295.895
22-Sep-2014 07:00:00,13.3925,39.61,10.6625,0,287.865
22-Sep-2014 08:00:00,12.1675,44.89,7.0065,0,283.37
22-Sep-2014 09:00:00,11.21,49.07,7.462,1.259,281.1375
22-Sep-2014 10:00:00,11.1625,48.7225,8.0845,19.7539,281.69
22-Sep-2014 11:00:00,11.9725,45.76,8.0895,74.81825,287.0525
22-Sep-2014 12:00:00,12.6175,43.2125,7.607,150.13,293.775
22-Sep-2014 13:00:00,13.1825,40.39,7.35,307.335,304.3225
22-Sep-2014 14:00:00,12.015,46.115,7.37875,564.4125,303.1675
22-Sep-2014 15:00:00,10.595,53.235,7.7005,543.76,300.6925
22-Sep-2014 16:00:00,10.19,54.7825,7.45675,524.2225,300.2025
22-Sep-2014 17:00:00,11.165,52.135,7.1845,229.0375,336.0175
22-Sep-2014 18:00:00,12.1575,51.7725,7.45425,100.3475,351.5425
22-Sep-2014 19:00:00,12.205,53.375,8.4425,78.754,340.745
22-Sep-2014 20:00:00,8.24975,71.9225,9.517,9.16525,344.695
22-Sep-2014 21:00:00,8.7675,65.4375,6.51525,11.8342,323.105
22-Sep-2014 22:00:00,9.655,65.8725,8.746,0.621095,322.9175
22-Sep-2014 23:00:00,9.435,68.6825,9.9825,0,299.7225
23-Sep-2014 00:00:00,8.675,71.2325,10.3025,0,302.93
23-Sep-2014 01:00:00,8.335,72.895,10.4725,0,293.8275
23-Sep-2014 02:00:00,8.53,70.4975,9.16,0,315.365
23-Sep-2014 03:00:00,9.0375,62.0425,7.9915,0,305.6525
23-Sep-2014 04:00:00,8.8875,64.62,7.5385,0,310.0275
23-Sep-2014 05:00:00,8.46,67.33,6.8205,0,301.285
23-Sep-2014 06:00:00,9.05,59.64,6.4885,0,286.015
23-Sep-2014 07:00:00,7.08125,69.485,6.04025,0,293.9075
23-Sep-2014 08:00:00,8.10725,64.3075,6.3055,0,306.0525
23-Sep-2014 09:00:00,8.20275,67.48,5.19,1.049687,330.04
23-Sep-2014 10:00:00,6.7125,75.445,5.36825,40.15075,321.66
23-Sep-2014 11:00:00,6.41375,75.0675,6.73625,114.026,323.195
23-Sep-2014 12:00:00,6.30575,76.3175,7.9535,127.3765,329.655
23-Sep-2014 13:00:00,5.96,76.8675,7.30225,174.09,332.2625
23-Sep-2014 14:00:00,5.83275,75.0775,7.2515,235.0775,322.3675
23-Sep-2014 15:00:00,6.67775,70.53,9.0375,681.9225,296.5
23-Sep-2014 16:00:00,7.274,67.1275,7.596,487.805,283.275
23-Sep-2014 17:00:00,7.76675,65.8225,7.524,415.2825,303.405
23-Sep-2014 18:00:00,8.06475,66.9575,6.779,299.81,308.38
23-Sep-2014 19:00:00,7.8075,72.26,7.32525,109.378,327.5575
23-Sep-2014 20:00:00,7.99825,69.4975,8.157,46.127,309.2175
23-Sep-2014 21:00:00,8.4525,66.3125,7.7965,5.4944375,330.8275
23-Sep-2014 22:00:00,8.415,68.555,7.39825,0,326.5275
23-Sep-2014 23:00:00,7.99825,71.5875,8.119,0,338.94
24-Sep-2014 00:00:00,8.3025,71.8575,7.92975,0.3094475,340.835
24-Sep-2014 01:00:00,7.7505,77.615,7.55,0,342.485
24-Sep-2014 02:00:00,7.7175,77.6225,9.035,0,340.8525
24-Sep-2014 03:00:00,7.78825,77.195,9.7075,0,336.1725
24-Sep-2014 04:00:00,7.8355,76.5725,10.44,0,332.5525
24-Sep-2014 05:00:00,7.24075,79.885,11.785,0,331.435
24-Sep-2014 06:00:00,7.4985,77.3425,12.45,0,326.45
24-Sep-2014 07:00:00,7.74875,76.0325,11.6875,0,320.515
24-Sep-2014 08:00:00,7.7025,75.7375,11.7175,0,333.8575
24-Sep-2014 09:00:00,7.43625,76.1775,10.68,0.227545,337.215
24-Sep-2014 10:00:00,7.65675,74.9175,10.0425,34.545325,338.2
24-Sep-2014 11:00:00,7.20775,78.1475,9.3,61.4115,339.7075
24-Sep-2014 12:00:00,7.28116666666667,79.21,8.64333333333333,87.1873333333333,341.678333333333
24-Sep-2014 13:00:00,7.51083333333333,77.545,8.52333333333333,86.4728333333333,342.126666666667
24-Sep-2014 14:00:00,7.5465,75.1725,11.005,89.0915,341.635
24-Sep-2014 15:00:00,7.57775,73.67,10.9675,83.23975,341.3075
24-Sep-2014 16:00:00,7.76375,71.6775,9.5675,83.8885,340.37
24-Sep-2014 17:00:00,7.73075,71.02,10.5825,82.41725,338.61
24-Sep-2014 18:00:00,6.97975,74.1225,10.5725,63.02475,335.8225
24-Sep-2014 19:00:00,7.18525,72.0375,10.2925,22.913,333.7225
24-Sep-2014 20:00:00,6.96125,72.75,9.915,2.399525,334.2025
24-Sep-2014 21:00:00,6.40075,76.8,9.4575,0,335.175
24-Sep-2014 22:00:00,6.1695,77.4525,9.99,0,334.1175
24-Sep-2014 23:00:00,6.1765,78.4925,8.7275,0,333.8425
25-Sep-2014 00:00:00,4.444,89.815,2.585,0,330.125
25-Sep-2014 01:00:00,3.92175,94.925,1.081,0.4190075,327.825
25-Sep-2014 02:00:00,4.7765,88.91,3.156,0.2224425,329.3425
25-Sep-2014 03:00:00,6.15775,75.775,6.799,0,327.84
25-Sep-2014 04:00:00,7.04225,65.3,7.4105,0.9783575,313.2675
25-Sep-2014 05:00:00,7,66.46,8.755,0.089577,314.3325
25-Sep-2014 06:00:00,6.89075,69.64,9.1375,0.029505,327.4925
25-Sep-2014 07:00:00,6.4515,74.0075,7.1395,0,323.7625
25-Sep-2014 08:00:00,6.2475,75.6725,1.0765,3.565375,328.12
25-Sep-2014 09:00:00,6.01175,77.695,1.14675,44.70975,328.92
25-Sep-2014 10:00:00,6.28625,74.755,3.52,82.7885,329.9775
25-Sep-2014 11:00:00,5.93675,77.935,6.56275,92.69875,331.55
25-Sep-2014 12:00:00,6.76425,71.33,5.51475,153.8925,333.3325
25-Sep-2014 13:00:00,6.86025,71.5825,4.61,196.295,331.6625
25-Sep-2014 14:00:00,6.7565,70.22,6.51475,178.6575,332.585
25-Sep-2014 15:00:00,6.39825,72.385,6.57275,136.9475,333.3325
25-Sep-2014 16:00:00,6.3605,72.8675,6.922,106.766,334.0225
25-Sep-2014 17:00:00,5.89775,74.6025,5.87075,63.96275,332.955
25-Sep-2014 18:00:00,6.15525,72.92,5.443,45.5145,333.08
25-Sep-2014 19:00:00,7.11775,70.2475,3.8675,24.2655,333.5175
25-Sep-2014 20:00:00,4.494,98.8,0.86925,5.8273775,331.41
25-Sep-2014 21:00:00,3.727,99.3,2.30475,0.4435375,333.7475
25-Sep-2014 22:00:00,4.21725,93.1,3.1695,0.3150575,331.9375
25-Sep-2014 23:00:00,4.6115,86.6975,4.48025,0.15862,328.0325
26-Sep-2014 00:00:00,3.95875,93.55,0.741,0.0840775,318.745
26-Sep-2014 01:00:00,4.50375,84.78,1.5645,0.2967275,320.715
26-Sep-2014 02:00:00,5.76425,71.455,6.14275,0.3588,327.955
26-Sep-2014 03:00:00,5.36725,74.62,8.2765,0,329.955
26-Sep-2014 04:00:00,5.1355,76.21,8.57775,0,324.505
26-Sep-2014 05:00:00,5.245,74.0375,6.22425,0,328.6875
26-Sep-2014 06:00:00,4.72875,77.085,7.47375,0,311.94
26-Sep-2014 07:00:00,4.7305,72.6375,8.0245,0,281.68
26-Sep-2014 08:00:00,4.1695,74.3,6.0935,0.532475,273.775
26-Sep-2014 09:00:00,4.08975,67.0875,6.974,15.346575,262.23
26-Sep-2014 10:00:00,4.02375,64.595,5.9745,72.861,277.6475
26-Sep-2014 11:00:00,3.941,64.7175,6.984,108.67025,269.7275
26-Sep-2014 12:00:00,3.6925,66.2525,7.20875,143.78525,269.16
26-Sep-2014 13:00:00,4.09875,60.5525,6.1825,219.9375,274.2925
26-Sep-2014 14:00:00,3.74,66.9325,5.88,338.2325,294.2025
26-Sep-2014 15:00:00,3.8425,69.815,8.0145,277.1425,292.5125
26-Sep-2014 16:00:00,4.2385,65.6275,8.46775,415.4775,280.3675
26-Sep-2014 17:00:00,4.409,64.9225,8.7425,320.035,273.2525
26-Sep-2014 18:00:00,4.21825,67.6125,8.9475,88.771,271.09
26-Sep-2014 19:00:00,4.16175,68.105,8.86,52.01875,278.5
26-Sep-2014 20:00:00,4.13225,68.105,8.5225,7.166825,295.5875
26-Sep-2014 21:00:00,4.0735,67.3925,9.02,0,284.33
26-Sep-2014 22:00:00,4.00425,64.8675,8.405,0,276.21
26-Sep-2014 23:00:00,4.02,63.225,7.45125,0,263.7575
27-Sep-2014 00:00:00,3.7855,68.2675,6.918,0,269.5225
27-Sep-2014 01:00:00,3.73175,65.985,6.006,0,258.5675
27-Sep-2014 02:00:00,3.817,65.2675,5.53025,0,272.9375
27-Sep-2014 03:00:00,2.4,82.62,1.35575,0,278.11
27-Sep-2014 04:00:00,3.9095,60.5025,4.5285,0,272.6425
27-Sep-2014 05:00:00,3.63575,60.3375,4.749,0,261.06
27-Sep-2014 06:00:00,2.96975,65.1625,3.75025,0,244.7925
27-Sep-2014 07:00:00,1.3705,82.7625,1.216,0,239.195
27-Sep-2014 08:00:00,1.6215,69.0025,2.3365,0.881375,239.225
27-Sep-2014 09:00:00,1.8735,67.275,2.311,15.569525,239.35
27-Sep-2014 10:00:00,1.908,66.0475,0.9835,30.90075,238.9375
27-Sep-2014 11:00:00,2.16725,64.4675,1.0695,40.03675,240.045
27-Sep-2014 12:00:00,2.98975,61.9425,2.07175,196.2275,243.6075
27-Sep-2014 13:00:00,4.12225,59.355,3.34675,599.9,250.005
27-Sep-2014 14:00:00,4.7135,57.41,3.08125,637.1925,251.545
27-Sep-2014 15:00:00,4.885,60.0025,4.592,626.43,252.61
27-Sep-2014 16:00:00,5.0885,60.51,5.2425,560.5,254.04
27-Sep-2014 17:00:00,5.492,58.3825,5.81375,446.2775,253.6775
27-Sep-2014 18:00:00,5.22825,60.23,5.8725,186.8455,251.85
27-Sep-2014 19:00:00,4.62975,62.5075,6.298,20.93425,248.6075
27-Sep-2014 20:00:00,4.72625,59.7875,5.45775,3.717025,248.22
27-Sep-2014 21:00:00,4.2825,60.8325,4.47025,0,247.1975
27-Sep-2014 22:00:00,4.5585,59.945,4.019,0,247.49
27-Sep-2014 23:00:00,4.75725,58.495,1.59,0,246.595
28-Sep-2014 00:00:00,3.8925,62.27,0.74475,0,244.51
28-Sep-2014 01:00:00,3.29675,67.6325,1.4205,0,244.365
28-Sep-2014 02:00:00,2.29375,74.29,0.747,0,242.3825
28-Sep-2014 03:00:00,3.00925,72.1575,2.833,0,244.16
28-Sep-2014 04:00:00,4.91525,65.97,6.8685,0,249.16
28-Sep-2014 05:00:00,4.72025,65.8975,5.08675,0,249.14
28-Sep-2014 06:00:00,3.31525,68.4125,1.64825,0,245.265
