Date,WeatherType,WeatherCode
22-Jul-2017 10:00:02,cloudy,2
22-Jul-2017 13:00:02,cloudy,2
22-Jul-2017 16:00:02,cloudy,2
23-Jul-2017 10:00:02,cloudy,2
23-Jul-2017 13:00:02,cloudy,2
23-Jul-2017 16:00:02,cloudy,2
24-Jul-2017 10:00:02,mixed,1
24-Jul-2017 13:00:02,cloudy,2
24-Jul-2017 16:00:02,cloudy,2
25-Jul-2017 10:00:02,sunny,0
25-Jul-2017 13:00:02,mixed,1
25-Jul-2017 16:00:02,sunny,0
26-Jul-2017 10:00:02,cloudy,2
26-Jul-2017 13:00:02,cloudy,2
26-Jul-2017 16:00:02,cloudy,2
27-Jul-2017 10:00:02,cloudy,2
27-Jul-2017 13:00:02,cloudy,2
27-Jul-2017 16:00:02,mixed,1
28-Jul-2017 10:00:02,sunny,0
28-Jul-2017 13:00:02,cloudy,2
28-Jul-2017 16:00:02,mixed,1
29-Jul-2017 10:00:02,sunny,0
29-Jul-2017 13:00:02,sunny,0
29-Jul-2017 16:00:02,sunny,0
30-Jul-2017 10:00:02,light smoke,4
30-Jul-2017 13:00:02,light smoke,4
30-Jul-2017 16:00:02,light smoke,4
31-Jul-2017 10:00:02,light smoke,4
31-Jul-2017 13:00:02,light smoke,4
31-Jul-2017 16:00:02,light smoke,4
01-Aug-2017 10:00:02,light smoke,4
01-Aug-2017 13:00:02,light smoke,4
01-Aug-2017 16:00:02,light smoke,4
02-Aug-2017 10:00:02,sunny,0
02-Aug-2017 13:00:02,sunny,0
02-Aug-2017 16:00:02,sunny,0
03-Aug-2017 10:00:02,,NaN
03-Aug-2017 13:00:02,mixed,1
03-Aug-2017 16:00:02,mixed,1
04-Aug-2017 10:00:02,cloudy,2
04-Aug-2017 13:00:02,cloudy,2
04-Aug-2017 16:00:02,cloudy,2
05-Aug-2017 10:00:02,sunny,0
05-Aug-2017 13:00:02,sunny,0
05-Aug-2017 16:00:02,sunny,0
06-Aug-2017 10:00:02,sunny,0
06-Aug-2017 13:00:02,sunny,0
06-Aug-2017 16:00:02,sunny,0
07-Aug-2017 10:00:02,light smoke,4
07-Aug-2017 13:00:02,dense smoke,3
07-Aug-2017 16:00:02,dense smoke,3
08-Aug-2017 10:00:02,light smoke,4
08-Aug-2017 13:00:02,light smoke,4
08-Aug-2017 16:00:02,light smoke,4
09-Aug-2017 10:00:02,mixed,1
09-Aug-2017 13:00:02,mixed,1
09-Aug-2017 16:00:02,mixed,1
10-Aug-2017 10:00:02,sunny,0
10-Aug-2017 13:00:02,sunny,0
10-Aug-2017 16:00:02,sunny,0
11-Aug-2017 10:00:02,sunny,0
11-Aug-2017 13:00:02,sunny,0
11-Aug-2017 16:00:02,sunny,0
12-Aug-2017 10:00:02,dense smoke,3
12-Aug-2017 13:00:02,dense smoke,3
12-Aug-2017 16:00:02,light smoke,4
13-Aug-2017 10:00:02,cloudy,2
13-Aug-2017 13:00:02,cloudy,2
13-Aug-2017 16:00:02,cloudy,2
14-Aug-2017 10:00:02,cloudy,2
14-Aug-2017 13:00:02,light smoke,4
14-Aug-2017 16:00:02,light smoke,4
15-Aug-2017 10:00:02,light smoke,4
15-Aug-2017 13:00:02,light smoke,4
15-Aug-2017 16:00:02,dense smoke,3
16-Aug-2017 10:00:02,dense smoke,3
16-Aug-2017 13:00:02,dense smoke,3
16-Aug-2017 16:00:02,dense smoke,3
17-Aug-2017 10:00:02,dense smoke,3
17-Aug-2017 13:00:02,dense smoke,3
17-Aug-2017 16:00:02,dense smoke,3
18-Aug-2017 10:00:02,cloudy,2
18-Aug-2017 13:00:02,cloudy,2
18-Aug-2017 16:00:02,cloudy,2
19-Aug-2017 10:00:02,cloudy,2
19-Aug-2017 13:00:02,mixed,1
19-Aug-2017 16:00:02,cloudy,2
20-Aug-2017 10:00:02,cloudy,2
20-Aug-2017 13:00:02,cloudy,2
20-Aug-2017 16:00:02,cloudy,2
21-Aug-2017 10:00:02,cloudy,2
21-Aug-2017 13:00:02,cloudy,2
21-Aug-2017 16:00:02,cloudy,2
22-Aug-2017 10:00:02,mixed,1
22-Aug-2017 13:00:02,mixed,1
22-Aug-2017 16:00:02,mixed,1
23-Aug-2017 10:00:02,mixed,1
23-Aug-2017 13:00:02,cloudy,2
23-Aug-2017 16:00:02,cloudy,2
24-Aug-2017 10:00:02,cloudy,2
24-Aug-2017 13:00:02,cloudy,2
24-Aug-2017 16:00:02,cloudy,2
25-Aug-2017 10:00:02,mixed,1
25-Aug-2017 13:00:02,cloudy,2
25-Aug-2017 16:00:02,mixed,1
26-Aug-2017 10:00:02,sunny,0
26-Aug-2017 13:00:02,mixed,1
26-Aug-2017 16:00:02,mixed,1
27-Aug-2017 10:00:02,sunny,0
27-Aug-2017 13:00:02,mixed,1
27-Aug-2017 16:00:02,mixed,1
28-Aug-2017 10:00:02,sunny,0
28-Aug-2017 10:00:02,sunny,0
28-Aug-2017 16:00:02,mixed,1
29-Aug-2017 10:00:02,light smoke,4
29-Aug-2017 13:00:02,light smoke,4
29-Aug-2017 16:00:02,light smoke,4
30-Aug-2017 10:00:02,dense smoke,3
30-Aug-2017 13:00:02,dense smoke,3
30-Aug-2017 16:00:02,dense smoke,3
31-Aug-2017 10:00:02,light smoke,4
31-Aug-2017 13:00:02,light smoke,4
31-Aug-2017 16:00:02,light smoke,4
01-Sep-2017 10:00:02,light smoke,4
01-Sep-2017 13:00:02,light smoke,4
01-Sep-2017 16:00:02,light smoke,4
02-Sep-2017 10:00:02,mixed,1
02-Sep-2017 13:00:02,mixed,1
02-Sep-2017 16:00:02,mixed,1
03-Sep-2017 10:00:02,cloudy,2
03-Sep-2017 13:00:02,cloudy,2
03-Sep-2017 16:00:02,mixed,1
04-Sep-2017 10:00:02,sunny,0
04-Sep-2017 13:00:02,sunny,0
04-Sep-2017 16:00:02,sunny,0
05-Sep-2017 10:00:02,sunny,0
05-Sep-2017 13:00:02,sunny,0
05-Sep-2017 16:00:02,cloudy,2
06-Sep-2017 10:00:02,cloudy,2
06-Sep-2017 13:00:02,light smoke,4
06-Sep-2017 16:00:02,dense smoke,3
07-Sep-2017 10:00:02,dense smoke,3
07-Sep-2017 13:00:02,dense smoke,3
07-Sep-2017 16:00:02,dense smoke,3
08-Sep-2017 10:00:02,dense smoke,3
08-Sep-2017 13:00:02,dense smoke,3
08-Sep-2017 16:00:02,dense smoke,3
09-Sep-2017 10:00:02,cloudy,2
09-Sep-2017 13:00:02,cloudy,2
09-Sep-2017 16:00:02,cloudy,2
10-Sep-2017 10:00:02,cloudy,2
10-Sep-2017 13:00:02,mixed,1
10-Sep-2017 16:00:02,mixed,1
11-Sep-2017 10:00:02,mixed,1
11-Sep-2017 13:00:02,mixed,1
11-Sep-2017 16:00:02,mixed,1
12-Sep-2017 10:00:02,cloudy,2
12-Sep-2017 13:00:02,cloudy,2
12-Sep-2017 16:00:02,cloudy,2
13-Sep-2017 10:00:02,cloudy,2
13-Sep-2017 13:00:02,cloudy,2
13-Sep-2017 16:00:02,cloudy,2
14-Sep-2017 10:00:02,mixed,1
14-Sep-2017 13:00:02,mixed,1
14-Sep-2017 16:00:02,cloudy,2
15-Sep-2017 10:00:02,sunny,0
15-Sep-2017 13:00:02,sunny,0
15-Sep-2017 16:00:02,sunny,0
